SMILES,docking score,Heavy_Atoms,Ligand_Efficiency
[nH+]1ccc(OC)c(c12)cc(cc2)Cc3cccc(C#N)c3,-7.122,21,-0.33914285714285713
c1cc(C)cc(c12)c(c[nH]2)C[C@H]([NH3+])C(=O)Nc3cccc(c3)N4CCC([NH+](C)C)CC4,-7.122,31,-0.22974193548387095
COc1c(OC)cc(cc1OC)Nc2ncnc(n2)Cc3cccc(C#N)c3,-7.121,28,-0.2543214285714286
COc1ccc(cc1)Cc(cc2)cc(c23)CC(=O)N3,-7.121,19,-0.37478947368421056
Cc1cn(cn1)C(=O)c2cccc(c2)Oc3ccccc3,-7.121,21,-0.3390952380952381
O=C([O-])CCCOc1ccccc1N[C@@H]2C[NH2+]C[C@H]2c3ccccc3,-7.121,25,-0.28484000000000004
[NH3+]CCc1cc(S(=O)(=O)N)ccc1C=O,-7.121,15,-0.47473333333333334
CC(C)(O)CCn1c(=O)n(C)c(c12)ccc(c2)Nc3nc(ncc3Cl)[C@H](C=O)Cc4c[nH]cn4,-7.12,34,-0.20941176470588235
c1cccc(c12)nc(C)nc2C(=O)c(cn3C)c(c34)cccc4,-7.12,23,-0.3095652173913043
CS(=O)(=O)N1CCC[C@H]1C(F)(F)F,-7.12,13,-0.5476923076923077
n1cnc(n12)nc(C)cc2CC(=O)NC[C@@H]([NH+](C)C)Cc3ccc(O)cc3,-7.117,27,-0.2635925925925926
[NH3+]C[C@@H]1CCCN1n2cc[nH+]c2,-7.116,12,-0.593
CC(C)NC(=O)c(c1)[nH]c(c12)c(ccc2)Nc(ncn3)c(c34)cccc4,-7.116,26,-0.2736923076923077
c1ccccc1CC(=O)Nc2nnc(s2)Nc3ccncc3Cl,-7.116,23,-0.3093913043478261
FC(F)(F)C(=O)[C@@H](C)Nc(n1)[nH]c(=O)c(c12)cnn2C3CCCC3,-7.116,24,-0.2965
o1cccc1C(=O)N(CC2)CCN2n(n3)c(cc3C(C)(C)C)NC(=O)NCCN4CCOCC4,-7.115,34,-0.20926470588235294
C[NH+](C)CCCC(=O)N1CC[C@H](C1)Nc2nnc(s2)NC(=O)Cc3ccccc3,-7.114,29,-0.2453103448275862
C1OCC12CN(C2)C(=O)[C@@H](C)Nc(n3)[nH]c(=O)c(c34)cnn4C(=O)Cc5ccccc5,-7.114,31,-0.22948387096774192
N#C[C@H]1C[C@H](C1)c2cccc(O)c2,-7.113,13,-0.5471538461538462
Cc1cc(C)n(n1)N2CC(C2)c3ncccn3,-7.112,17,-0.4183529411764706
c1cccc(c12)nc(C(=O)CC[NH3+])nc2NCc3ccco3,-7.111,22,-0.3232272727272727
Nc1nccc(n1)Nc2ccc(O)c(c2)Cc(c[nH]3)c(c34)cccc4,-7.108,25,-0.28431999999999996
n1ccnc(c12)cc(cc2)-c(n3)c([nH]c3NC(=O)C)[C@H](C)c4cc(N)cc(C(F)(F)F)c4,-7.108,32,-0.222125
COc(c1)c(OC)cc(c12)c(nc(n2)C)-c3cc(ncn3)N4CCOCC4,-7.105,27,-0.2631481481481482
CC(C)Cc1ccc(O)c(O)c1,-7.104,12,-0.592
O=c([nH]1)n(C(F)F)c(c12)cccn2,-7.103,13,-0.5463846153846154
n1cc(C)cn(c12)ncc2C(=O)n(nc3C[NH3+])c(c34)CCC4,-7.103,22,-0.32286363636363635
CCn1cc(c(n1)C=O)-c2ccnc(n2)Nc3ccc(cc3)N4CC[NH2+]CC4,-7.101,28,-0.25360714285714286
O[C@@H](C1)CCN1Nc(ccc2C)cc2Nc3nccc(n3)-c4cccnc4,-7.099,27,-0.26292592592592595
C1CNC(=O)c(c12)cc([nH]2)Cc3ccc(O)c(O)c3,-7.097,19,-0.3735263157894737
C1COCCC1C(=O)C(\C#N)=C/c(cc2)cc(c23)n[nH]c3,-7.096,21,-0.33790476190476193
COc1ccc(cc1)S(=O)(=O)CCNC(=O)Nc2cc(C(C)(C)C)nn2-c3ccc(C)cc3,-7.095,33,-0.215
C1CC1[NH2+]CC(=O)N(CC2)c(c23)cccc3,-7.095,16,-0.4434375
c1cn(C)c(=O)c(c12)ccn2-c3cn[nH]c3,-7.093,16,-0.4433125
FC(C1)CC12CN(C2)C(=O)[C@@H](C)Nc(n3)[nH]c(=O)c(c34)cnn4NCCCCCO,-7.092,30,-0.2364
[nH]1ncc(c12)cc(cc2)-c(cn3)n(c34)nc(Cl)cc4N[C@@H]5C[NH2+]C[C@H]5c6ccccc6,-7.086,31,-0.22858064516129034
C1C[C@@H](C)Cc(c12)c([nH]n2)C(=O)[C@@H]3CCN(C3)c4nnc(s4)N,-7.086,23,-0.3080869565217391
[NH3+]Cc1ccc(F)c(Cl)c1,-7.084,10,-0.7083999999999999
c1cc(N)cc(c12)CC(=O)N2,-7.084,11,-0.644
[nH+]1cn(C)cc1[C@H](C)c2cccc(C(F)(F)F)c2,-7.083,18,-0.3935
