id,frag1,frag2,new_smiles
1,*NCCC(=O)NCCSC(=O)CCCCC,*Nc1c(Cl)c(OC)cc(OC)c1Cl,CCCCCC(=O)SCCNC(=O)CCNNc1c(Cl)c(OC)cc(OC)c1Cl
2,*c1nc2ccc(C(N)=O)cc2[nH]1,*c1ccc(C(=O)N(C)C)c(Cl)c1,CN(C)C(=O)c1ccc(-c2nc3ccc(C(N)=O)cc3[nH]2)cc1Cl
3,*[C@H]1CC[C@@H](O)CC1,*N[C@H](CC(C)C)C(=O)NO,CC(C)C[C@@H](N[C@H]1CC[C@@H](O)CC1)C(=O)NO
4,*N1CCCC1=O,*C(=O)CN(C)S(=O)(=O)c1cc(Br)cnc1N,CN(CC(=O)N1CCCC1=O)S(=O)(=O)c1cc(Br)cnc1N
5,*OC[C@H](O)CO,*[C@H](C)c1ccc(-c2cnc3n2CCC3)s1,C[C@@H](OC[C@H](O)CO)c1ccc(-c2cnc3n2CCC3)s1
6,*C(=O)[C@@H](N)Cc1c[nH]c2ccc(C)cc12,*c1cncc(-c2ccc3[nH]ncc3c2)c1,Cc1ccc2[nH]cc(C[C@H](N)C(=O)c3cncc(-c4ccc5[nH]ncc5c4)c3)c2c1
7,*n1ccc(=O)cc1,*OC[C@H]1CO[P@@](=S)([S-])O1,O=c1ccn(OC[C@H]2CO[P@@](=S)([S-])O2)cc1
8,*[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]21,*C(=O)c1nc(C)ccc1C,Cc1ccc(C)c(C(=O)[C@H]2C[C@@H](C)C=C3C=C[C@H](C)[C@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@H]32)n1
9,*C(C)O,*N(C)c1cc(Nc2ccc(N3CCN(CC)CC3)cc2NC(=O)CC)ncn1,CCC(=O)Nc1cc(N2CCN(CC)CC2)ccc1Nc1cc(N(C)C(C)O)ncn1
10,*C[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O,*OC,COC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O
11,*[C@@H]1O[C@H](CN2CCCC23CCNCC3)[C@@H](O)[C@H]1O,*C(=O)CCC,CCCC(=O)[C@@H]1O[C@H](CN2CCCC23CCNCC3)[C@@H](O)[C@H]1O
12,*NCc1ccccc1C,*n1cnc(-c2cc(OC)cc(C(F)(F)F)c2)n1,COc1cc(-c2ncn(NCc3ccccc3C)n2)cc(C(F)(F)F)c1
13,*C(=O)c1nn(C)cc1C(=O)N1CCOCC1,*c1nnc(C)c2cnc(N3CCOCC3)cc12,Cc1nnc(C(=O)c2nn(C)cc2C(=O)N2CCOCC2)c2cc(N3CCOCC3)ncc12
14,*C(=O)C1CC1,*c1nnn[nH]1,O=C(c1nnn[nH]1)C1CC1
15,*c1ccnc(NC(C)=O)c1,*n1nccc1NC(=O)NCCc1nc(-c2ccccc2)oc1C,CC(=O)Nc1cc(-n2nccc2NC(=O)NCCc2nc(-c3ccccc3)oc2C)ccn1
16,*C(=O)c1c(Cl)c(C)nn1C,*Nc1ccc(OC)cc1,COc1ccc(NC(=O)c2c(Cl)c(C)nn2C)cc1
17,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccc(C)cc23)CC1,*c1ccccc1Cl,Cc1ccc2[nH]cc(C[C@H](N)C(=O)NC3CCN(c4ccccc4Cl)CC3)c2c1
18,*NCC=C[C@H]1O[C@@H](n2ccc(=O)cc2)[C@H](O)[C@@H]1O,*Cc1cnc2ccccc2c1,O=c1ccn([C@@H]2O[C@H](C=CCNCc3cnc4ccccc4c3)[C@@H](O)[C@H]2O)cc1
19,*c1ccc(C(=O)c2nc3ccccc3[nH]2)cc1,*c1nc(C=Cc2nc3ccc(Cl)cn3n2)n(C)n1,Cn1nc(-c2ccc(C(=O)c3nc4ccccc4[nH]3)cc2)nc1C=Cc1nc2ccc(Cl)cn2n1
20,*c1ccccc1OCC,*c1cc(=O)c2c(O)cc(O)c([C@H]3CCN(C)C[C@H]3O)c2o1,CCOc1ccccc1-c1cc(=O)c2c(O)cc(O)c([C@H]3CCN(C)C[C@H]3O)c2o1
21,*C1CCCCCC1,*NC1CCN(Cc2c[nH]c3ccccc23)CC1,c1ccc2c(CN3CCC(NC4CCCCCC4)CC3)c[nH]c2c1
22,*n1ccc2cnccc21,*n1nc(-c2ccc3cc(OCC)ccc3c2)c2c(N)ncnc21,CCOc1ccc2cc(-c3nn(-n4ccc5cnccc54)c4ncnc(N)c34)ccc2c1
23,*N1CCC1,*C(=O)c1cc(-c2cnn3cc(C(F)(F)F)cnc23)c(CC)s1,CCc1sc(C(=O)N2CCC2)cc1-c1cnn2cc(C(F)(F)F)cnc12
24,*c1ccc(S(=O)(=O)N2C[C@@H]3C[C@H]2CN3C(=O)CC)cc1,*CCOCCOCCOCCO,CCC(=O)N1C[C@@H]2C[C@H]1CN2S(=O)(=O)c1ccc(CCOCCOCCOCCO)cc1
25,*CCCCCC[P@@H](=O)OC,*Cc1ccc(O)c(O)c1,CO[P@H](=O)CCCCCCCc1ccc(O)c(O)c1
26,*CC(=O)Nc1cc[nH+]cc1F,*c1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,N[C@H](COc1cncc(CC(=O)Nc2cc[nH+]cc2F)c1)Cc1c[nH]c2ccccc12
27,*C(=O)C1(F)CC1,*c1c2c(nc(N(CC)CC)c1-c1nnn[nH]1)CCCCC2,CCN(CC)c1nc2c(c(C(=O)C3(F)CC3)c1-c1nnn[nH]1)CCCCC2
28,*NCCc1ccccc1,*c1cn(C)c(CCc2nc3c(cnn3C)c(=O)[nH]2)n1,Cn1cc(NCCc2ccccc2)nc1CCc1nc2c(cnn2C)c(=O)[nH]1
29,*C(=O)c1c(Cl)cnn1CC(C)C,*NCCc1nnc(-c2ccncc2)[nH]1,CC(C)Cn1ncc(Cl)c1C(=O)NCCc1nnc(-c2ccncc2)[nH]1
30,*N1CCC(NC(=O)CN)CC1,*C(=O)c1cnn2ccccc12,NCC(=O)NC1CCN(C(=O)c2cnn3ccccc23)CC1
31,*N(Cc1ccc(Cl)cc1)C1CCCC1,*Cc1cccnc1,Clc1ccc(CN(Cc2cccnc2)C2CCCC2)cc1
32,*N1CCN(C2CN(C(=O)c3ccc4nc(C5CCCCC5)oc4c3)C2)CC1,*O,O=C(c1ccc2nc(C3CCCCC3)oc2c1)N1CC(N2CCN(O)CC2)C1
33,*c1csc(C(N)=[NH2+])c1,*n1nc(CN)c2c1CCC2,NCc1nn(-c2csc(C(N)=[NH2+])c2)c2c1CCC2
34,*C1CCC[C@@]2(C)[C@H]1CC[C@@H]2C(CCCC(C)(C)O)CCCC(C)(C)O,*N1CC2(CNC2)C1,CC(C)(O)CCCC(CCCC(C)(C)O)[C@H]1CC[C@H]2C(N3CC4(CNC4)C3)CCC[C@]12C
35,*c1nc2ccc(C(=O)NC3(c4ccc(F)cc4)CC3)cc2n2ccnc12,*NCc1cn(C2CCC2)nn1,O=C(NC1(c2ccc(F)cc2)CC1)c1ccc2nc(NCc3cn(C4CCC4)nn3)c3nccn3c2c1
36,*c1nc(CCN2C(=O)c3ccccc3C2=O)c(C)[nH]1,*[C@H](C)C(=O)[O-],Cc1[nH]c([C@H](C)C(=O)[O-])nc1CCN1C(=O)c2ccccc2C1=O
37,*C(=O)C(C)C,*n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21,CC(C)C(=O)n1cc(-c2ccc(Oc3ccccc3)cc2)c2c(N)ncnc21
38,*NC1COC1,*NCc1cn(-c2ccccc2C)nn1,Cc1ccccc1-n1cc(CNNC2COC2)nn1
39,*c1nccnc1N1CCC([C@H](C)O)CC1,*c1nc(N[C@H](CC)CO)nc2c1ncn2C(C)C,CC[C@H](CO)Nc1nc(-c2nccnc2N2CCC([C@H](C)O)CC2)c2ncn(C(C)C)c2n1
40,*n1cc(C)c(=O)[nH]c1=O,*c1ccc(-c2ccccc2OCC)cc1,CCOc1ccccc1-c1ccc(-n2cc(C)c(=O)[nH]c2=O)cc1
41,*N(Cc1ccc(C(=O)O)c(NC)c1)CC1CCNCC1,*N1CC(N2CCN(c3ncccn3)CC2)C1,CNc1cc(CN(CC2CCNCC2)N2CC(N3CCN(c4ncccn4)CC3)C2)ccc1C(=O)O
42,*CCOCCOCC,*Nc1cc(Cl)c(OC)cc1OC,CCOCCOCCNc1cc(Cl)c(OC)cc1OC
43,*C(=O)CCc1nc2ccccc2c(=O)[nH]1,*c1nc(N[C@H](CC)CO)nc2c1ncn2C(C)C,CC[C@H](CO)Nc1nc(C(=O)CCc2nc3ccccc3c(=O)[nH]2)c2ncn(C(C)C)c2n1
44,*OCCO[N+](=O)[O-],*N1C[C@H]2CN(C(=O)[C@@H](N)Cc3c[nH]c4ccccc34)C[C@H]2C1,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N1C[C@H]2CN(OCCO[N+](=O)[O-])C[C@H]2C1
45,*C[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,*c1ccc(OC)c(C)c1,COc1ccc(C[C@H]2O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]2O)cc1C
46,*C(=O)c1cc2c(F)ccc(C)c2[nH]1,*N1CC[C@@H](N)C1,Cc1ccc(F)c2cc(C(=O)N3CC[C@@H](N)C3)[nH]c12
47,*c1cn(C)c(CSc2nc3ccccn3n2)n1,*c1ccc2cccnc2c1,Cn1cc(-c2ccc3cccnc3c2)nc1CSc1nc2ccccn2n1
48,*n1nc(C(F)(F)F)cc1Cl,*n1cc[n+](C)c1N,C[n+]1ccn(-n2nc(C(F)(F)F)cc2Cl)c1N
49,*c1ccc(NC(=O)Cc2cnc(-c3ccnc(C)c3)c(C)c2)nc1,*C(=O)c1ccc2[nH]ncc2c1,Cc1cc(-c2ncc(CC(=O)Nc3ccc(C(=O)c4ccc5[nH]ncc5c4)cn3)cc2C)ccn1
50,*c1ccc(C)cc1,*C(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-],Cc1ccc(C(=O)CCNC(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-])cc1
51,*c1cc2c(N[C@H](C)c3cccc(C#N)c3C)nnc(C)c2cn1,*C1C[C@@H](O)C[C@H](O)C1,Cc1c(C#N)cccc1[C@@H](C)Nc1nnc(C)c2cnc(C3C[C@@H](O)C[C@H](O)C3)cc12
52,*C(=O)Oc1ccccc1,*Cc1cncc(OC[C@@H](N)Cc2c[nH]c3ccccc23)c1,N[C@H](COc1cncc(CC(=O)Oc2ccccc2)c1)Cc1c[nH]c2ccccc12
53,*NCCc1nc(-c2ccccc2)nn1C,*N[C@@H](Cc1c[nH]c2ccccc12)C(=O)O,Cn1nc(-c2ccccc2)nc1CCNN[C@@H](Cc1c[nH]c2ccccc12)C(=O)O
54,*c1cccc2c1ncn2C,*[C@@H]1O[C@@H]2COC(C)(C)O[C@H]2[C@H](O)[C@H]1O,Cn1cnc2c([C@@H]3O[C@@H]4COC(C)(C)O[C@H]4[C@H](O)[C@H]3O)cccc21
55,*C(=O)C1(Oc2ccccc2)CCCCC1,*CCOCCOCCOCCOCCOCC,CCOCCOCCOCCOCCOCCC(=O)C1(Oc2ccccc2)CCCCC1
56,*c1ccc2cc(OCC)ccc2c1,*N[C@@H]1CCC[C@H](N2CCN(C(C)=O)CC2)C1,CCOc1ccc2cc(N[C@@H]3CCC[C@H](N4CCN(C(C)=O)CC4)C3)ccc2c1
57,*CCC=CCCCCC[P@@H](=O)OC,*n1cnc2c(NC3CCCC3)ncnc21,CO[P@H](=O)CCCCCC=CCCn1cnc2c(NC3CCCC3)ncnc21
58,*c1ccc2[nH]cnc2c1,*C[C@H]1O[C@@H](n2cnc3c(NCC)ncnc32)[C@H](O)[C@@H]1O,CCNc1ncnc2c1ncn2[C@@H]1O[C@H](Cc2ccc3[nH]cnc3c2)[C@@H](O)[C@H]1O
59,*c1nnc(C)c2ccc(N3CCNCC3)cc12,*NCCC(=O)NCCS,Cc1nnc(NCCC(=O)NCCS)c2cc(N3CCNCC3)ccc12
60,*c1ccc(C(=O)N(C)C)c(Cl)c1,*C[C@H]1O[C@@H](Sc2ccncc2)[C@H](O)[C@@H]1O,CN(C)C(=O)c1ccc(C[C@H]2O[C@@H](Sc3ccncc3)[C@H](O)[C@@H]2O)cc1Cl
61,*C1CCCCCC1,*C(=O)CN[C@@H](CCc1ccccc1)C(=O)[O-],O=C(CN[C@@H](CCc1ccccc1)C(=O)[O-])C1CCCCCC1
62,*n1cc([N+](=O)[O-])nc1C,*c1ccc(C(F)(F)F)cc1,Cc1nc([N+](=O)[O-])cn1-c1ccc(C(F)(F)F)cc1
63,*S(=O)(=O)c1cccc(COC)c1,*N1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,COCc1cccc(S(=O)(=O)N2CC[C@@H](C)[C@@H](N(C)c3ncnc4[nH]ccc34)C2)c1
64,*n1ccc(=O)cc1,*Nc1ccc2sc(N3CCOCC3)nc2c1,O=c1ccn(Nc2ccc3sc(N4CCOCC4)nc3c2)cc1
65,*c1cc(O)c(O)c(C(=O)NCCCCCn2ccnc2)c1,*n1ccc2c(C)ncnc21,Cc1ncnc2c1ccn2-c1cc(O)c(O)c(C(=O)NCCCCCn2ccnc2)c1
66,*C(=O)[C@@H](N)Cc1c[nH]c2cc(Cl)ccc12,*c1ccc(OC)c(C)c1,COc1ccc(C(=O)[C@@H](N)Cc2c[nH]c3cc(Cl)ccc23)cc1C
67,*c1cc2c(nc(-c3nonc3N)n2CC)c(C#CC(C)(C)O)n1,*Nc1cccc(OC)c1,CCn1c(-c2nonc2N)nc2c(C#CC(C)(C)O)nc(Nc3cccc(OC)c3)cc21
68,*OC[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC,*Nc1c(C)cccc1Cl,CCCC(=O)O[C@H](CONc1c(C)cccc1Cl)CO[P@](=O)([O-])OCC[N+](C)(C)C
69,*C(=O)c1c(C(=O)N2CCC[C@H]2C)cnn1C,*N[C@@H](C)c1ccccn1,C[C@H](NC(=O)c1c(C(=O)N2CCC[C@H]2C)cnn1C)c1ccccn1
70,*c1cc(OC)c(Cl)cc1Cl,*CC(=O)O,COc1cc(CC(=O)O)c(Cl)cc1Cl
71,*c1cn(C)c(CCc2nc3c(C)ncc(C)n3n2)n1,*NCC(C)(C)C,Cc1ncc(C)n2nc(CCc3nc(NCC(C)(C)C)cn3C)nc12
72,*[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1,*C[C@H]1O[C@@H](n2cnc3c(CC)ncnc32)[C@H](O)[C@@H]1O,CCc1ncnc2c1ncn2[C@@H]1O[C@H](C[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@@H](O)[C@H]1O
73,*c1ccc2[nH]c(=O)[nH]c2c1,*[C@H](C)CC,CC[C@@H](C)c1ccc2[nH]c(=O)[nH]c2c1
74,*O,*N(C)C,CN(C)O
75,*C(=O)CN,*CCc1c(O)c2ccccc2oc1=O,NCC(=O)CCc1c(O)c2ccccc2oc1=O
76,*N[C@H](CC=O)c1ccccc1,*c1ccc(OC)cc1,COc1ccc(N[C@H](CC=O)c2ccccc2)cc1
77,*c1nc2ccc(F)c(F)c2[nH]1,*C(=O)COc1ccc(-c2ccccc2)cc1,O=C(COc1ccc(-c2ccccc2)cc1)c1nc2ccc(F)c(F)c2[nH]1
78,*c1nccc(Nc2cc(C3CCCC3)[nH]n2)n1,*c1nn(C(C)C)c2ncnc(N)c12,CC(C)n1nc(-c2nccc(Nc3cc(C4CCCC4)[nH]n3)n2)c2c(N)ncnc21
79,*c1cccnc1,*N1CCNCC1,c1cncc(N2CCNCC2)c1
80,*Cc1ccc(C(C)(C)C)cc1,*NC=C1O[C@@H](n2ccc(=O)[nH]c2=O)[C@H](O)[C@@H]1O,CC(C)(C)c1ccc(CNC=C2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)cc1
81,*[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1,*N(CC)CC,CCN(CC)[C@H]1C[C@@](C)(OC)[C@@H](O)[C@H](C)O1
82,*c1ccc(Oc2nccnc2N2CCC([C@H](C)O)CC2)cc1,*N1CCN(C)CC1,C[C@H](O)C1CCN(c2nccnc2Oc2ccc(N3CCN(C)CC3)cc2)CC1
83,*N[C@H]1CCOC1,*c1cn(C(C)(C)C)nc1-c1cccc(O)c1,CC(C)(C)n1cc(N[C@H]2CCOC2)c(-c2cccc(O)c2)n1
84,*CC(=O)[O-],*c1cn(C)c(SCc2cn3c(C)cc(C)nc3n2)n1,Cc1cc(C)n2cc(CSc3nc(CC(=O)[O-])cn3C)nc2n1
85,*NN=Cc1ccc(O)c(Br)c1,*C(=O)c1cc(C(C)(C)C)oc1CN,CC(C)(C)c1cc(C(=O)NN=Cc2ccc(O)c(Br)c2)c(CN)o1
86,*CCCN,*Nc1n[nH]c2cc(C(=O)N[C@H](CC)c3ccccc3)sc12,CC[C@@H](NC(=O)c1cc2[nH]nc(NCCCN)c2s1)c1ccccc1
87,*c1cc(OC)cc(C(F)(F)F)c1,*N1C(=O)c2cccc(OC(C)C)c2C1=O,COc1cc(N2C(=O)c3cccc(OC(C)C)c3C2=O)cc(C(F)(F)F)c1
88,*C[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCC,*n1ccc(=O)[nH]c1=O,CCCC(=O)O[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)Cn1ccc(=O)[nH]c1=O
89,*CCc1nc2cc(C)ccc2n1-c1ccncc1,*Cc1ccc(O)c(O)c1,Cc1ccc2c(c1)nc(CCCc1ccc(O)c(O)c1)n2-c1ccncc1
90,*C(C)(C)CC,*n1cnc(-c2cc(OC)cc(C(F)(F)F)c2)n1,CCC(C)(C)n1cnc(-c2cc(OC)cc(C(F)(F)F)c2)n1
91,*[C@@H](CCN)c1ccccc1,*c1nc2ccc(NC(=O)c3c(Cl)cnn3CC(C)C)cc2[nH]1,CC(C)Cn1ncc(Cl)c1C(=O)Nc1ccc2nc([C@@H](CCN)c3ccccc3)[nH]c2c1
92,*c1ccc2nc(OC3CC3)ccc2c1,*C(=O)c1ccccc1N,Nc1ccccc1C(=O)c1ccc2nc(OC3CC3)ccc2c1
93,*[C@H]1CCOC1,*c1nnc(C)c2cnc(N3CCOCC3)cc12,Cc1nnc([C@H]2CCOC2)c2cc(N3CCOCC3)ncc12
94,*N1CCC[C@H]1C,*CC[C@@H](Cc1ccccc1)NC(=O)[C@H](O)[C@H](C)N,C[C@H](N)[C@@H](O)C(=O)N[C@@H](CCN1CCC[C@H]1C)Cc1ccccc1
95,*C(=O)c1ccc(F)cc1F,*NCCc1nnc(-c2ccc3[nH]cnc3c2)[nH]1,O=C(NCCc1nnc(-c2ccc3[nH]cnc3c2)[nH]1)c1ccc(F)cc1F
96,*NCCCCc1cc2ccncc2s1,*N[C@@H](Cc1cccc(CC)c1)B(O)O,CCc1cccc(C[C@H](NNCCCCc2cc3ccncc3s2)B(O)O)c1
97,*CCNC(CO)CO,*C(C)CCC=C(C)CCC=C(C)C,CC(C)=CCCC(C)=CCCC(C)CCNC(CO)CO
98,*N[C@@H]1CCN(c2ccc(Cl)cn2)C1,*C[C@@H](N)Cc1c[nH]c2ccccc12,N[C@H](CN[C@@H]1CCN(c2ccc(Cl)cn2)C1)Cc1c[nH]c2ccccc12
99,*N1CCN(CC)CC1,*C(=O)c1ccc(-c2ccncc2)cc1,CCN1CCN(C(=O)c2ccc(-c3ccncc3)cc2)CC1
100,*C(=O)c1nc(C2CC2)cnc1OCc1nc(-c2ccccc2)cn1C,*c1nccnc1N1CCOCC1,Cn1cc(-c2ccccc2)nc1COc1ncc(C2CC2)nc1C(=O)c1nccnc1N1CCOCC1
101,*c1c2c(n(C(C)C)c1CC[C@@H](O)C[C@@H](O)CC(=O)O)C(=O)N(c1ccccc1)CCC2,*CCCN,CC(C)n1c(CC[C@@H](O)C[C@@H](O)CC(=O)O)c(CCCN)c2c1C(=O)N(c1ccccc1)CCC2
102,*C(=O)N1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1,*N[C@@H](C)c1ccncc1,C[C@H](NC(=O)N1CC[C@@H](C)[C@@H](N(C)c2ncnc3[nH]ccc23)C1)c1ccncc1
103,*C1CCC1,*c1cc(O)c(O)c(C(=O)NCCCCc2cc3ccncc3s2)c1,O=C(NCCCCc1cc2ccncc2s1)c1cc(C2CCC2)cc(O)c1O
104,*C1CCCC1,*c1cn2ccc(NC(=O)c3c(Br)c(C)nn3C)nc2n1,Cc1nn(C)c(C(=O)Nc2ccn3cc(C4CCCC4)nc3n2)c1Br
105,*C(=O)[C@H](C)CC,*Nc1cc(OC)cc(OC)c1,CC[C@@H](C)C(=O)Nc1cc(OC)cc(OC)c1
106,*c1ccc(OC(C)(C)C(=O)O)cc1,*C(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-],CC(C)(Oc1ccc(C(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-])cc1)C(=O)O
107,*C(=O)c1ccnc(Cl)c1Cl,*C1CCCCCC1,O=C(c1ccnc(Cl)c1Cl)C1CCCCCC1
108,*CCCC[C@H](Oc1ccc(C)cc1)C(=O)[O-],*C(=O)c1c(C(=O)N(C)CCNC)cnn1C,CNCCN(C)C(=O)c1cnn(C)c1C(=O)CCCC[C@H](Oc1ccc(C)cc1)C(=O)[O-]
109,*C(=O)c1ccc(F)cc1F,*n1cnc2c(N)ncnc21,Nc1ncnc2c1ncn2C(=O)c1ccc(F)cc1F
110,*c1nc(N[C@H](CC)CO)nc2c1ncn2C(C)C,*CCOCC,CCOCCc1nc(N[C@H](CC)CO)nc2c1ncn2C(C)C
111,*c1sccc1C,*N=O,Cc1ccsc1N=O
112,*CCc1nc2nc(C)cc(C)n2n1,*N1C[C@H](C)N[C@H](C)C1,Cc1cc(C)n2nc(CCN3C[C@H](C)N[C@H](C)C3)nc2n1
113,*c1ccn2nc(NC(=O)C3CC3)nc2c1,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1,O=C(Nc1nc2cc(N3C[C@@H]4CN(Cc5c[nH]c6ccc(Cl)cc56)C[C@@H]4C3)ccn2n1)C1CC1
114,*Nc1ccn2nc(N3CCCC3)nc2c1,*N1CCCC1,c1cn2nc(N3CCCC3)nc2cc1NN1CCCC1
115,*c1nc2cc(C)c(C)cc2n1Cc1ccc(F)c(Cl)c1,*C(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-],Cc1cc2nc(C(=O)[C@H](O)C(C)(C)CO[P@H](=O)[O-])n(Cc3ccc(F)c(Cl)c3)c2cc1C
116,*N1CCN(C(=O)C[C@@](O)(CC(=O)O)C(=O)O)CC1,*NCc1ccc(F)cc1,O=C(O)C[C@](O)(CC(=O)N1CCN(NCc2ccc(F)cc2)CC1)C(=O)O
117,*c1ccnn1-c1ccccc1,*[C@@H](C(=O)Nc1nccs1)c1ccccc1,O=C(Nc1nccs1)[C@@H](c1ccccc1)c1ccnn1-c1ccccc1
118,*N[C@@H]1CCn2cc(-c3ccccc3)nc2C1,*c1nc(CCc2nc3c(C)ncc(C)n3n2)n(C)n1,Cc1ncc(C)n2nc(CCc3nc(N[C@@H]4CCn5cc(-c6ccccc6)nc5C4)nn3C)nc12
119,*n1ccc(=O)[nH]c1=O,*NC,CNn1ccc(=O)[nH]c1=O
120,*c1cc(OC)cc(C(F)(F)F)c1,*c1cc2n(n1)Cc1ccc(NC(C)=O)cc1OC2,COc1cc(-c2cc3n(n2)Cc2ccc(NC(C)=O)cc2OC3)cc(C(F)(F)F)c1
121,*c1n[nH]cc1NC(=O)NC1CC1,*S(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1,O=C(Nc1c[nH]nc1S(=O)(=O)c1ccc(N2CCC(c3ccccc3)CC2)cc1)NC1CC1
122,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)CC1,*C(=O)c1nn(C)cc1Cl,Cn1cc(Cl)c(C(=O)N2CCC(NC(=O)[C@@H](N)Cc3c[nH]c4ccccc34)CC2)n1
123,*CCc1nc2nc(C)cc(C)n2n1,*Cc1c[nH]c2ccccc12,Cc1cc(C)n2nc(CCCc3c[nH]c4ccccc34)nc2n1
124,*N1CC[C@H](CCc2nc3ccccc3nc2C)C1,*c1ncnc2c1[C@H](C)SC2,Cc1nc2ccccc2nc1CC[C@H]1CCN(c2ncnc3c2[C@H](C)SC3)C1
125,*N[C@@H](Cc1ccncc1)C(=O)NCc1ccccc1C,*S(=O)(=O)c1cc(C(C)(C)O)co1,Cc1ccccc1CNC(=O)[C@H](Cc1ccncc1)NS(=O)(=O)c1cc(C(C)(C)O)co1
126,*Oc1ccccc1,*CCCNC(=O)c1cc(-c2ccc(F)cc2)cc(O)c1O,O=C(NCCCOc1ccccc1)c1cc(-c2ccc(F)cc2)cc(O)c1O
127,*NC[C@@]1(N)CCN(c2ncnc3[nH]cc(CC)c23)C1,*N1CCCC(C)(C)C1,CCc1c[nH]c2ncnc(N3CC[C@](N)(CNN4CCCC(C)(C)C4)C3)c12
128,*NCc1cccc2c1OCCO2,*C(=O)[C@@H](N)c1ccccc1,N[C@H](C(=O)NCc1cccc2c1OCCO2)c1ccccc1
129,*C(=O)c1cc([N+](=O)[O-])cc(O)c1O,*c1ccc2cc(OC)ccc2c1,COc1ccc2cc(C(=O)c3cc([N+](=O)[O-])cc(O)c3O)ccc2c1
130,*N[C@H](CN)c1ccccc1,*Cc1ccc(-c2ccccn2)c(F)c1,NC[C@@H](NCc1ccc(-c2ccccn2)c(F)c1)c1ccccc1
131,*Cc1ccc(F)c(F)c1,*c1ccc2cc(-c3nn(CC(C)(C)O)c4ncnc(N)c34)ccc2n1,CC(C)(O)Cn1nc(-c2ccc3nc(Cc4ccc(F)c(F)c4)ccc3c2)c2c(N)ncnc21
132,*c1c2c(nc(N3CCCCC3)c1-c1nnn[nH]1)CCOC2,*NCc1ccc(Cl)c(Cl)c1,Clc1ccc(CNc2c3c(nc(N4CCCCC4)c2-c2nnn[nH]2)CCOC3)cc1Cl
133,*N[C@H](CC)c1ccccc1,*C[C@H]1O[C@@H](n2cnc3c(NCCC)ncnc32)[C@H](O)[C@@H]1O,CCCNc1ncnc2c1ncn2[C@@H]1O[C@H](CN[C@H](CC)c2ccccc2)[C@@H](O)[C@H]1O
134,*c1cccc(OC(C)C)c1,*N1CCN(c2ncncc2CC)CC1,CCc1cncnc1N1CCN(c2cccc(OC(C)C)c2)CC1
135,*C(=O)c1cnn(C)c1C(=O)Nc1cc2nc(-c3ccccc3)cn2cc1C#N,*Cc1cc(C)on1,Cc1cc(CC(=O)c2cnn(C)c2C(=O)Nc2cc3nc(-c4ccccc4)cn3cc2C#N)no1
136,*CCO[N+](=O)[O-],*Cc1cc(=O)oc2c(O)c(O)ccc12,O=c1cc(CCCO[N+](=O)[O-])c2ccc(O)c(O)c2o1
137,*C(=O)C[C@@H](CC(=O)NCCCCC)c1ccc(Cl)cc1Cl,*c1ccnc(NCCN)c1,CCCCCNC(=O)C[C@H](CC(=O)c1ccnc(NCCN)c1)c1ccc(Cl)cc1Cl
138,*C(CO)CO,*CC(=O)O,O=C(O)CC(CO)CO
139,*N1C[C@@H]2C[C@H]1CN2C(=O)CC,*C[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@H]1F,CCC(=O)N1C[C@@H]2C[C@H]1CN2C[C@H]1O[C@@H](n2cnc3c(NC)ncnc32)[C@H](O)[C@H]1F
