id,frag1,frag2,new_smiles
2297,*C(=O)[C@H](C)Nc1nc2c(cnn2-c2ccccc2C)c(=O)[nH]1,*[C@@H](CC)C(=O)OC(C)(C)C,CC[C@@H](C(=O)OC(C)(C)C)C(=O)[C@H](C)Nc1nc2c(cnn2-c2ccccc2C)c(=O)[nH]1
2298,*N1CCC(N2Cc3cc(F)cc(C(N)=O)c3C2=O)CC1,*Cc1ccccc1OC,COc1ccccc1CN1CCC(N2Cc3cc(F)cc(C(N)=O)c3C2=O)CC1
2299,*CCOC,*N1CCN(c2ncc(C(=O)OC)cn2)CC1,COCCN1CCN(c2ncc(C(=O)OC)cn2)CC1
2300,*C(=O)[C@@H](CC(C)C)NC(=O)NCc1ccc(C)c(C)c1,*c1ccc(CN2CCN(CC)CC2)cn1,CCN1CCN(Cc2ccc(C(=O)[C@@H](CC(C)C)NC(=O)NCc3ccc(C)c(C)c3)nc2)CC1
2301,*c1cc(Cl)ccc1CC(=O)NC(C)(C)C,*c1ccc(S(N)(=O)=O)cc1CCN,CC(C)(C)NC(=O)Cc1ccc(Cl)cc1-c1ccc(S(N)(=O)=O)cc1CCN
2302,*C(=O)c1ccc(F)c(Br)c1,*C(=O)c1ncn2c1CN(C)C(=O)c1cc(N=[N+]=[N-])ccc1-2,CN1Cc2c(C(=O)C(=O)c3ccc(F)c(Br)c3)ncn2-c2ccc(N=[N+]=[N-])cc2C1=O
2303,*c1nc(Cl)nc2[nH]ncc12,*c1ncc(Cl)cc1Cl,Clc1cnc(-c2nc(Cl)nc3[nH]ncc23)c(Cl)c1
2304,*c1cccc(OC(F)(F)F)c1,*N1C[C@H](N(CC)C(=O)CO)C(c2ccc(Cl)c(Cl)c2)=N1,CCN(C(=O)CO)[C@H]1CN(c2cccc(OC(F)(F)F)c2)N=C1c1ccc(Cl)c(Cl)c1
2305,*CCOCCO,*N1[C@H]2CNC(=O)[C@H]2[C@H](c2cccc(Cl)c2F)[C@]12C(=O)Nc1cc(Cl)ccc12,O=C1NC[C@H]2[C@@H]1[C@H](c1cccc(Cl)c1F)[C@]1(C(=O)Nc3cc(Cl)ccc31)N2CCOCCO
2306,*Cc1cccc(C#N)c1,*Nc1ccc(OC)cc1,COc1ccc(NCc2cccc(C#N)c2)cc1
2307,*n1cnc(C)n1,*C(=O)C(=O)NC1CC1,Cc1ncn(C(=O)C(=O)NC2CC2)n1
2308,*c1nc(Cl)nc2c1cnn2C,*C[C@H]1CC[C@H](C)CC1,Cn1ncc2c(C[C@H]3CC[C@H](C)CC3)nc(Cl)nc21
2309,*c1[nH]c(-c2ccc([S@](C)=O)cc2)nc1-c1ccc(F)cc1,*C1C[C@@H](O)C[C@H](O)C1=C,C=C1C(c2[nH]c(-c3ccc([S@](C)=O)cc3)nc2-c2ccc(F)cc2)C[C@@H](O)C[C@@H]1O
2310,*n1nc(CN)c2c1CCC2,*c1nc(Cl)nc2c1cnn2C,Cn1ncc2c(-n3nc(CN)c4c3CCC4)nc(Cl)nc21
2311,*n1cnc2c(=O)[nH]c(N)nc21,*N1CCCCC1=O,Nc1nc2c(ncn2N2CCCCC2=O)c(=O)[nH]1
2312,*c1nc(-c2cccnc2)nc2ncccc12,*c1ccc2nc(NC)ncc2c1,CNc1ncc2cc(-c3nc(-c4cccnc4)nc4ncccc34)ccc2n1
2313,*NCC1CC1,*c1ccc(C(=O)NCC2CC2)cc1,O=C(NCC1CC1)c1ccc(NCC2CC2)cc1
2314,*N1CCNCC1,*C(=O)c1cc2ccc(-c3cc(Nc4ccnc(N)n4)ccc3O)cc2s1,Nc1nccc(Nc2ccc(O)c(-c3ccc4cc(C(=O)N5CCNCC5)sc4c3)c2)n1
2315,*C(=O)c1ccc(C)o1,*c1nc(N)nc2c1nnn2Cc1ccc(N)c(C)c1,Cc1ccc(C(=O)c2nc(N)nc3c2nnn3Cc2ccc(N)c(C)c2)o1
2316,*c1cccc(N2CCc3cc(N(C)C)ccc3C2=O)c1CO,*C(=O)C(=O)NC1CC1,CN(C)c1ccc2c(c1)CCN(c1cccc(C(=O)C(=O)NC3CC3)c1CO)C2=O
2317,*C(=O)CCCN(C)C,*CCn1c(C)ccc1-c1ccc(SC)cc1,CSc1ccc(-c2ccc(C)n2CCC(=O)CCCN(C)C)cc1
2318,*CCCOC,*C(=O)c1cccnc1,COCCCC(=O)c1cccnc1
2319,*c1cnn2cc(-c3ccc(OC)cc3)cnc12,*c1cnnc2cc(OC)c(OC)cc12,COc1ccc(-c2cnc3c(-c4cnnc5cc(OC)c(OC)cc45)cnn3c2)cc1
2320,*c1ncnc2ccc(N)cc12,*C1CCN(S(=O)(=O)Nc2cccc(Oc3ccc(F)cc3)c2)CC1,Nc1ccc2ncnc(C3CCN(S(=O)(=O)Nc4cccc(Oc5ccc(F)cc5)c4)CC3)c2c1
2321,*CC(=O)N1CCc2ccccc21,*CCCC(=O)[O-],O=C([O-])CCCCC(=O)N1CCc2ccccc21
2322,*[C@H]1C[C@@H](C#N)C1,*c1cc(Cl)cc2c1nc(N1CCNCC1)n2Cc1cc(C)c(F)c(C)c1,Cc1cc(Cn2c(N3CCNCC3)nc3c2cc(Cl)cc3[C@H]2C[C@@H](C#N)C2)cc(C)c1F
2323,*C(=O)C(O)(C(F)(F)F)C(F)(F)F,*Nc1ccc2c(c1)Oc1ncccc1C(=O)N2c1ccncc1,O=C1c2cccnc2Oc2cc(NC(=O)C(O)(C(F)(F)F)C(F)(F)F)ccc2N1c1ccncc1
2324,*c1ccc(C2CC2)nc1C(=O)Nc1cnccc1C(=O)NC,*c1nc(C)nc2ccccc12,CNC(=O)c1ccncc1NC(=O)c1nc(C2CC2)ccc1-c1nc(C)nc2ccccc12
2325,*c1ccc2c(c1)CCc1ccccc1C2=O,*[C@H](C)C(=O)N1CC2(CC(F)C2)C1,C[C@H](C(=O)N1CC2(CC(F)C2)C1)c1ccc2c(c1)CCc1ccccc1C2=O
2326,*C(=O)Cc1ccccc1,*c1nc(N[C@H](C)C2CC2)c2cccc(C3=CCNCC3)c2n1,C[C@@H](Nc1nc(C(=O)Cc2ccccc2)nc2c(C3=CCNCC3)cccc12)C1CC1
2327,*n1nc(C(C)(C)C)cc1NC(N)=O,*C(=O)C(C)C,CC(C)C(=O)n1nc(C(C)(C)C)cc1NC(N)=O
2328,*c1nc(N)n2nc(-c3ccco3)nc2n1,*C(=O)c1ccc2ccccc2c1,Nc1nc(C(=O)c2ccc3ccccc3c2)nc2nc(-c3ccco3)nn12
2329,*CC(=O)N1CCC[C@H]1C(F)(F)F,*c1ccc(C(=O)NCC2CC2)cc1,O=C(NCC1CC1)c1ccc(CC(=O)N2CCC[C@H]2C(F)(F)F)cc1
2330,*C(=O)NC(C)C,*c1ccc(C(=O)N2CCOCC2)cn1,CC(C)NC(=O)c1ccc(C(=O)N2CCOCC2)cn1
2331,*CC1(CO)CC1,*c1ccc(CN2CCN(CC)CC2)cn1,CCN1CCN(Cc2ccc(CC3(CO)CC3)nc2)CC1
2332,*C(=O)N[C@H](C(=O)NO)c1ccc(-n2cccn2)cc1,*C(=O)CCCN(C)C,CN(C)CCCC(=O)C(=O)N[C@H](C(=O)NO)c1ccc(-n2cccn2)cc1
2333,*N[C@@H](C(=O)NO)c1ccc(-c2cc(F)c(F)c(F)c2)cc1,*S(C)(=O)=O,CS(=O)(=O)N[C@@H](C(=O)NO)c1ccc(-c2cc(F)c(F)c(F)c2)cc1
2334,*c1ccc(C(=O)N2CCN(C)CC2)cc1,*c1ccnc2c1=N[C@@H](C1=C(C)[N+](C(C)C)=NC1)N=2,CC1=C([C@H]2N=c3nccc(-c4ccc(C(=O)N5CCN(C)CC5)cc4)c3=N2)CN=[N+]1C(C)C
2335,*C(=O)[C@@H]1CCCN1C(=O)[C@H](C)CS,*C(=O)C(=O)O,C[C@H](CS)C(=O)N1CCC[C@H]1C(=O)C(=O)C(=O)O
2336,*c1cc(NC(=O)C2CC2)ncn1,*N1CCc2ccccc2C1,O=C(Nc1cc(N2CCc3ccccc3C2)ncn1)C1CC1
2337,*c1ccc(-n2cnc(C(F)(F)F)c2)nc1,*[C@@H]1OC[C@@H](O)[C@H]1O,O[C@@H]1CO[C@@H](c2ccc(-n3cnc(C(F)(F)F)c3)nc2)[C@@H]1O
2338,*N1CCO[C@@H]2CCC[C@H]21,*NCCc1ccc([C@H]2C[C@@H]3CC[C@H](C2)N3)cc1,c1cc([C@H]2C[C@@H]3CC[C@H](C2)N3)ccc1CCNN1CCO[C@@H]2CCC[C@H]21
2339,*C(=O)c1n[nH]c2c1CCC(C)(C)C2,*N1CCN(c2nnc(C)s2)CC1,Cc1nnc(N2CCN(C(=O)c3n[nH]c4c3CCC(C)(C)C4)CC2)s1
2340,*c1ccnc(NC)n1,*Cc1cc(C(=O)N[C@@H]2CNC[C@H]2c2ccccc2)ccc1Cl,CNc1nccc(Cc2cc(C(=O)N[C@@H]3CNC[C@H]3c3ccccc3)ccc2Cl)n1
2341,*Nc1cc(N2CC[C@H](C(C)(C)O)C2)cnc1C(F)(F)F,*c1cccc(C(C)=O)c1,CC(=O)c1cccc(Nc2cc(N3CC[C@H](C(C)(C)O)C3)cnc2C(F)(F)F)c1
2342,*Nc1cc(C(C)(C)C)nn1-c1ccc2ncccc2c1,*CCC(C)(C)O,CC(C)(O)CCNc1cc(C(C)(C)C)nn1-c1ccc2ncccc2c1
2343,*N1C[C@@H](c2cc(C)nc3ncnn23)CC(F)(F)C1,*C(=O)c1ccc(CN2CCN(C)CC2)cc1,Cc1cc([C@@H]2CN(C(=O)c3ccc(CN4CCN(C)CC4)cc3)CC(F)(F)C2)n2ncnc2n1
2344,*Nc1ccc(F)cc1,*c1cnc2[nH]ccc2c1,Fc1ccc(Nc2cnc3[nH]ccc3c2)cc1
2345,*c1ccccc1CNC,*n1c(=O)n(CCC)c(=O)c2[nH]c(C3CCCCC3)nc21,CCCn1c(=O)c2[nH]c(C3CCCCC3)nc2n(-c2ccccc2CNC)c1=O
2346,*Cc1cccc(C#N)c1,*C(=O)[C@@H](C(C)C)N(CC(C)C)S(=O)(=O)c1ccc(F)c(OC)c1,COc1cc(S(=O)(=O)N(CC(C)C)[C@@H](C(=O)Cc2cccc(C#N)c2)C(C)C)ccc1F
2347,*c1cnc(N)nc1,*CC=C[C@@H](O)CCCCCCCC(=O)O,Nc1ncc(CC=C[C@@H](O)CCCCCCCC(=O)O)cn1
2348,*c1ccnc(NC)n1,*c1cc(-c2ccccc2)n(-c2ccc(Br)cc2)n1,CNc1nccc(-c2cc(-c3ccccc3)n(-c3ccc(Br)cc3)n2)n1
2349,*N1CCN(c2nnc(C)s2)CC1,*Nc1nc2ccc(-c3cccnc3)cc2s1,Cc1nnc(N2CCN(Nc3nc4ccc(-c5cccnc5)cc4s3)CC2)s1
2350,*c1ccc([S@@](C)=O)cc1,*N1CCC(O)CC1,C[S@@](=O)c1ccc(N2CCC(O)CC2)cc1
2351,*n1c(CCCC(=O)[O-])cc2cc(Cl)ccc21,*c1ccc(C(=O)N2CCOCC2)cc1,O=C([O-])CCCc1cc2cc(Cl)ccc2n1-c1ccc(C(=O)N2CCOCC2)cc1
2352,*c1nc(-c2cccnc2)nc2c1cnn2C,*CCCN1CCOCC1,Cn1ncc2c(CCCN3CCOCC3)nc(-c3cccnc3)nc21
2353,*C(=O)N[C@@H](Cc1ccccc1)C(=O)Nc1ccc(CCC=O)cc1,*c1nnn[nH]1,O=CCCc1ccc(NC(=O)[C@H](Cc2ccccc2)NC(=O)c2nnn[nH]2)cc1
2354,*Cc1cnccn1,*n1cc([N+](=O)[O-])nc1C,Cc1nc([N+](=O)[O-])cn1Cc1cnccn1
2355,*C(=O)CCCCC,*Cc1ccccc1Cl,CCCCCC(=O)Cc1ccccc1Cl
2356,*n1cnc2c(NCCN)ncnc21,*Nc1cccc2cc(C(=O)NC(C)C)[nH]c12,CC(C)NC(=O)c1cc2cccc(Nn3cnc4c(NCCN)ncnc43)c2[nH]1
2357,*C(=O)C(C#N)=Cc1ccc2c[nH]nc2c1,*NCCC(=O)NCCS,N#CC(=Cc1ccc2c[nH]nc2c1)C(=O)NCCC(=O)NCCS
2358,*Cc1cccnc1C,*c1ccnc2cc(OCCCN3CCOCC3)c(OC)cc12,COc1cc2c(Cc3cccnc3C)ccnc2cc1OCCCN1CCOCC1
2359,*C(=O)C=C[C@@H](C)C[C@@H](C)CC,*c1nc(-c2cncnc2)nc2c1cnn2C,CC[C@H](C)C[C@H](C)C=CC(=O)c1nc(-c2cncnc2)nc2c1cnn2C
2360,*c1cncc(-c2ccc(N3CCNCC3)cc2)c1,*N1CCC(O)CC1,OC1CCN(c2cncc(-c3ccc(N4CCNCC4)cc3)c2)CC1
2361,*CCc1c2nc(NC)[nH]c2cc2c(=O)[nH]c(N)nc12,*C(=O)c1ccccc1,CNc1nc2c(CCC(=O)c3ccccc3)c3nc(N)[nH]c(=O)c3cc2[nH]1
2362,*N1CCN(c2ncc(C(=O)OC)cn2)CC1,*c1cc(-c2ccc3occ(C)c3c2)c2nccnc2c1,COC(=O)c1cnc(N2CCN(c3cc(-c4ccc5occ(C)c5c4)c4nccnc4c3)CC2)nc1
2363,*N1CC=CCC1,*N[C@@H](C(=O)NO)c1ccc(-c2ccsc2)cc1,O=C(NO)[C@H](NN1CC=CCC1)c1ccc(-c2ccsc2)cc1
2364,*NCC(=O)O,*CCN,NCCNCC(=O)O
2365,*C(=O)[C@H](O)CC(=O)O,*C(=O)c1ccccc1,O=C(O)C[C@@H](O)C(=O)C(=O)c1ccccc1
2366,*[C@@H]1OC[C@@H](O)[C@H]1O,*Cc1ccccc1O,Oc1ccccc1C[C@@H]1OC[C@@H](O)[C@H]1O
2367,*N[C@@H](C)c1cccc(F)c1,*n1nc(C(=O)O)cc1C(=O)O,C[C@H](Nn1nc(C(=O)O)cc1C(=O)O)c1cccc(F)c1
2368,*c1ccsc1,*N1CSC[C@@H]1C(=O)Nc1ncc(C)s1,Cc1cnc(NC(=O)[C@H]2CSCN2c2ccsc2)s1
2369,*c1ccc2sccc2c1,*Cc1nnn[nH]1,c1cc2cc(Cc3nnn[nH]3)ccc2s1
2370,*C(=O)C=C,*C(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1,C=CC(=O)C(=O)c1ccc(CNC(=O)c2cnn(-c3ccccc3)c2N)cc1
2371,*NCCCC[C@H](N)C=O,*C(=O)c1ccc(-c2ccccc2)cc1,N[C@H](C=O)CCCCNC(=O)c1ccc(-c2ccccc2)cc1
2372,*C(=O)[C@@H](N)CC(=O)NO,*c1nc(N2CC(C)(C)OC(C)(C)C2)ncc1Cl,CC1(C)CN(c2ncc(Cl)c(C(=O)[C@@H](N)CC(=O)NO)n2)CC(C)(C)O1
2373,*N1CCC[C@H]1c1cccc(F)c1,*n1c(N2CCNCC2)nc2c(C3CCNCC3)cc(Cl)cc21,Fc1cccc([C@@H]2CCCN2n2c(N3CCNCC3)nc3c(C4CCNCC4)cc(Cl)cc32)c1
2374,*N1C[C@@H](C)C[C@@H](O)C1,*c1cn2ccnc2c(Nc2ccc(C(=O)N3CCN(C)CC3)cc2)n1,C[C@H]1C[C@@H](O)CN(c2cn3ccnc3c(Nc3ccc(C(=O)N4CCN(C)CC4)cc3)n2)C1
2375,*CCCNCc1cccnc1,*[C@@H](CC(C)C)C(=O)NO,CC(C)C[C@H](CCCNCc1cccnc1)C(=O)NO
2376,*N1CCC(N2CCN(C)CC2)CC1,*n1nc(C(C)(C)C)cc1NC(=O)NCCO,CN1CCN(C2CCN(n3nc(C(C)(C)C)cc3NC(=O)NCCO)CC2)CC1
2377,*c1cc(-c2cccc(O)c2)cnc1N,*NCc1cc(C[C@H](CC)C(=O)O)ccc1OC,CC[C@@H](Cc1ccc(OC)c(CNc2cc(-c3cccc(O)c3)cnc2N)c1)C(=O)O
2378,*NCCc1cccc(Oc2cnc(N)nc2)c1,*[C@H](CS(=O)(=O)N1CCCC1)C1CC1,Nc1ncc(Oc2cccc(CCN[C@H](CS(=O)(=O)N3CCCC3)C3CC3)c2)cn1
2379,*c1cc(NC(=O)NC)c(=O)n(C)c1,*CCCC(=O)[O-],CNC(=O)Nc1cc(CCCC(=O)[O-])cn(C)c1=O
2380,*c1ncnc2ccccc12,*Cc1ccc(N)c(C)c1,Cc1cc(Cc2ncnc3ccccc23)ccc1N
2381,*n1ccc(N)nc1=O,*N1CCN(c2ncnc3sc(CC(F)(F)F)cc23)CC1,Nc1ccn(N2CCN(c3ncnc4sc(CC(F)(F)F)cc34)CC2)c(=O)n1
2382,*CCCC(N)=O,*Nc1cccc2cc(C(=O)NC(C)C)[nH]c12,CC(C)NC(=O)c1cc2cccc(NCCCC(N)=O)c2[nH]1
2383,*C(=O)Cc1ccc(Cl)cn1,*[C@@H]1O[C@@H]2CO[P@](=O)(O)O[C@H]2[C@H]1O,O=C(Cc1ccc(Cl)cn1)[C@@H]1O[C@@H]2CO[P@](=O)(O)O[C@H]2[C@H]1O
2384,*S(=O)(=O)c1ccc(OC)cc1,*C(=O)c1ccc(C(C)(C)C)cc1,COc1ccc(S(=O)(=O)C(=O)c2ccc(C(C)(C)C)cc2)cc1
2385,*N1CCN(CC)CC1,*CCN1CCCCC1,CCN1CCN(CCN2CCCCC2)CC1
2386,*c1cc(C(F)(F)c2ccc(F)cc2)nc(N[C@H]2CC[C@H](O)CC2)n1,*C(C)(C)c1ncccn1,CC(C)(c1cc(C(F)(F)c2ccc(F)cc2)nc(N[C@H]2CC[C@H](O)CC2)n1)c1ncccn1
2387,*c1cc(C2=NN(C3CCCCCC3)C(=O)C2(C)C)ccc1OC,*C(=O)CCN1CCN(C)CC1,COc1ccc(C2=NN(C3CCCCCC3)C(=O)C2(C)C)cc1C(=O)CCN1CCN(C)CC1
2388,*N1CCN(c2ncnc3sc(CCC)cc23)CC1,*C(=O)c1ccc2c(c1)C[C@H](Nc1cncnc1)C2,CCCc1cc2c(N3CCN(C(=O)c4ccc5c(c4)C[C@H](Nc4cncnc4)C5)CC3)ncnc2s1
2389,*n1cc([N+](=O)[O-])nc1C,*N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)CC1,Cc1nc([N+](=O)[O-])cn1N1CCC(NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)CC1
2390,*n1cc(C2=C(c3c[nH]c4ccccc34)C(=O)NC2=O)c2ccccc21,*N1[C@H]2CC[C@@H]1C[C@H](C(=O)[O-])C2,O=C1NC(=O)C(c2cn(N3[C@H]4CC[C@@H]3C[C@H](C(=O)[O-])C4)c3ccccc23)=C1c1c[nH]c2ccccc12
2391,*c1cc(F)c2nc(C)n(C(C)C)c2c1,*OC[C@@H](O)COP(=O)(O)O,Cc1nc2c(F)cc(OC[C@@H](O)COP(=O)(O)O)cc2n1C(C)C
2392,*N1CC(OC(C)C)C1,*Nc1cnc(-n2nccn2)c(Cl)c1,CC(C)OC1CN(Nc2cnc(-n3nccn3)c(Cl)c2)C1
2393,*[C@H]1CC[C@@H](CO)O1,*CC1CC1,OC[C@@H]1CC[C@H](CC2CC2)O1
2394,*Cc1c[nH]c2c(=O)[nH]c(N)nc12,*CC(=O)O,Nc1nc2c(CCC(=O)O)c[nH]c2c(=O)[nH]1
2395,*N1CC[C@H](N(C)S(C)(=O)=O)C1,*CCCCc1cc(F)ccc1Cl,CN([C@H]1CCN(CCCCc2cc(F)ccc2Cl)C1)S(C)(=O)=O
2396,*NCCN,*Cc1ccc(C#N)cn1,N#Cc1ccc(CNCCN)nc1
2397,*c1ccc2nccc(OC)c2c1,*CC(=O)Nc1ccncc1Cl,COc1ccnc2ccc(CC(=O)Nc3ccncc3Cl)cc12
2398,*CC(C)(C)[S@](=O)c1ccccc1,*C[C@H](O)CN(CCOCC)S(=O)(=O)c1c(C)cccc1C,CCOCCN(C[C@@H](O)CCC(C)(C)[S@](=O)c1ccccc1)S(=O)(=O)c1c(C)cccc1C
2399,*n1c(=O)[nH]c2ncccc21,*c1ccnc(NC(=O)N2CCC(N3CCN(C)CC3)CC2)c1,CN1CCN(C2CCN(C(=O)Nc3cc(-n4c(=O)[nH]c5ncccc54)ccn3)CC2)CC1
2400,*n1cc(CCC(=O)O)c2cc(OC)ccc21,*[C@H]1CN[C@H](C=O)C1,COc1ccc2c(c1)c(CCC(=O)O)cn2[C@H]1CN[C@H](C=O)C1
2401,*C(=O)CC#N,*n1cnc2c(=O)[nH]cnc21,N#CCC(=O)n1cnc2c(=O)[nH]cnc21
2402,*C(=O)Cc1cccc(C#Cc2cccnc2)c1,*N[C@H](C(=O)NO)c1ccc(-c2cnn(C)c2)cc1,Cn1cc(-c2ccc([C@H](NC(=O)Cc3cccc(C#Cc4cccnc4)c3)C(=O)NO)cc2)cn1
2403,*c1nc(C)cs1,*C(=O)c1ccc(-c2ccccc2)cc1,Cc1csc(C(=O)c2ccc(-c3ccccc3)cc2)n1
2404,*NCCCCCO,*CC[C@@H]1CCCN1C,CN1CCC[C@H]1CCNCCCCCO
2405,*NCCN1CCCCC1,*N1CCCCC1,C1CCN(CCNN2CCCCC2)CC1
2406,*S(=O)(=O)c1ccc(Cl)c2c1OCCN2C,*CCC=CCC=CCC=CCCC(=O)O,CN1CCOc2c(S(=O)(=O)CCC=CCC=CCC=CCCC(=O)O)ccc(Cl)c21
2407,*c1nnc(CF)s1,*Nc1ccc(OCCC)c(-c2nc(CC)c(CC)c(=O)[nH]2)c1,CCCOc1ccc(Nc2nnc(CF)s2)cc1-c1nc(CC)c(CC)c(=O)[nH]1
2408,*N1C[C@H]2CN(Cc3c[nH]c4ccc(Cl)cc34)C[C@H]2C1,*c1cn(C)cn1,Cn1cnc(N2C[C@@H]3CN(Cc4c[nH]c5ccc(Cl)cc45)C[C@@H]3C2)c1
2409,*c1c[nH]c2nccc(OCCC)c12,*C(=O)[C@H]1C[C@@H]1c1ccc(CN(C)C)cc1,CCCOc1ccnc2[nH]cc(C(=O)[C@H]3C[C@@H]3c3ccc(CN(C)C)cc3)c12
2410,*C(=O)N1CCNC(=O)C1,*C(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)C(=O)N1CCNC(=O)C1
2411,*c1ccccn1,*Nc1ccc(C)c(C#Cc2c(C[C@@H](C#N)C(=O)NC)n(CCOC)c3ncncc23)c1,CNC(=O)[C@H](C#N)Cc1c(C#Cc2cc(Nc3ccccn3)ccc2C)c2cncnc2n1CCOC
2412,*Nc1cnc2[nH]c(-c3ccccc3)nc2c1,*c1nc2ccccc2n1CC(=O)O,O=C(O)Cn1c(Nc2cnc3[nH]c(-c4ccccc4)nc3c2)nc2ccccc21
2413,*N1CCN(C(C)=O)[C@H](C)C1,*c1c(Cl)cc(Cl)cc1OCCCC(F)(F)F,CC(=O)N1CCN(c2c(Cl)cc(Cl)cc2OCCCC(F)(F)F)C[C@H]1C
2414,*NCCSC(=O)CC(=O)O,*n1nccc1-c1nn(-c2cccc(OC(F)(F)F)c2)ccc1=O,O=C(O)CC(=O)SCCNn1nccc1-c1nn(-c2cccc(OC(F)(F)F)c2)ccc1=O
2415,*C[C@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCC,*C(=O)C=Cc1ccccc1,CCCCCC(=O)O[C@@H](CO[P@](=O)([O-])OCC[N+](C)(C)C)CC(=O)C=Cc1ccccc1
2416,*C(=O)c1cn(C)c2ccccc12,*N1CCC(NCc2ccccc2)CC1,Cn1cc(C(=O)N2CCC(NCc3ccccc3)CC2)c2ccccc21
2417,*N1CCC(NC(=O)CN)CC1,*C1C[C@@H](O)CCC1=C,C=C1CC[C@H](O)CC1N1CCC(NC(=O)CN)CC1
2418,*CC(C)(C)O,*c1nc2ccccc2n1CC(=O)O,CC(C)(O)Cc1nc2ccccc2n1CC(=O)O
2419,*c1ccc2ncc(-c3cccc(C(C)=O)c3)n2n1,*OCCCCCCNC(=O)CCC(=O)O,CC(=O)c1cccc(-c2cnc3ccc(OCCCCCCNC(=O)CCC(=O)O)nn23)c1
2420,*c1nnc(CF)s1,*n1nccc1-c1nn(-c2cccc(C(F)(F)F)c2)ccc1=O,O=c1ccn(-c2cccc(C(F)(F)F)c2)nc1-c1ccnn1-c1nnc(CF)s1
2421,*N[C@H]1CCc2cc(OC)ncc2N(C)C1=O,*N1C[C@@H](c2cc(C)nc3ncnn23)CC(F)(F)C1,COc1cc2c(cn1)N(C)C(=O)[C@@H](NN1C[C@@H](c3cc(C)nc4ncnn34)CC(F)(F)C1)CC2
2422,*c1ccc2nc(NC)ncc2c1,*CC[C@@H](C)O,CNc1ncc2cc(CC[C@@H](C)O)ccc2n1
2423,*c1nc(CC)c(CC)c(=O)[nH]1,*c1cc2c(cc1-c1ccccc1)OCC1=NNC(=O)[C@@H](C)N12,CCc1nc(-c2cc3c(cc2-c2ccccc2)OCC2=NNC(=O)[C@@H](C)N23)[nH]c(=O)c1CC
2424,*Nc1cccc(F)c1,*c1nc(SC)nc(-c2c(C)cccc2C)n1,CSc1nc(Nc2cccc(F)c2)nc(-c2c(C)cccc2C)n1
2425,*n1nc(CN)c2c1CCC2,*C(=O)c1cnn2cc(C)cnc12,Cc1cnc2c(C(=O)n3nc(CN)c4c3CCC4)cnn2c1
2426,*N1CC[C@H](C(C)(C)O)C1,*CCc1ccc(O)cc1,CC(C)(O)[C@H]1CCN(CCc2ccc(O)cc2)C1
2427,*c1ccc(-[n+]2cc[n+](C)cc2)cc1,*c1nn2c(c1-c1ccc(F)cc1)CCC2,C[n+]1cc[n+](-c2ccc(-c3nn4c(c3-c3ccc(F)cc3)CCC4)cc2)cc1
2428,*C(=O)C[C@H](N)C(=O)O,*Oc1ccc(C)cc1,Cc1ccc(OC(=O)C[C@H](N)C(=O)O)cc1
2429,*C(=O)c1ccc(N2CCCCC2)cc1,*[C@@H](CC)CS(=O)(=O)C(C)(C)C,CC[C@@H](CS(=O)(=O)C(C)(C)C)C(=O)c1ccc(N2CCCCC2)cc1
2430,*C(=O)c1cc(C(=O)O)n(Cc2ccc(F)cc2)n1,*N[C@@H](c1ccc(OC(F)(F)F)cc1)C(C)(C)O,CC(C)(O)[C@@H](NC(=O)c1cc(C(=O)O)n(Cc2ccc(F)cc2)n1)c1ccc(OC(F)(F)F)cc1
2431,*NCc1ccc(F)cc1F,*c1c[nH]nc1-c1ccccn1,Fc1ccc(CNc2c[nH]nc2-c2ccccn2)c(F)c1
2432,*n1nc(N)c(C(=N)NCc2ccccc2OC)n1,*C[C@@]12CCCN1C[C@H](F)C2,COc1ccccc1CNC(=N)c1nn(C[C@@]23CCCN2C[C@H](F)C3)nc1N
2433,*N1CCN(c2ncnc3sc(CCC)cc23)CC1,*NC[C@H](Cc1ccc(O)cc1)N(C)C,CCCc1cc2c(N3CCN(NC[C@H](Cc4ccc(O)cc4)N(C)C)CC3)ncnc2s1
2434,*C(=O)[C@H]1C[C@@H]1c1ccc(CN(C)C)cc1,*N1CCc2cc(N(C)C)ccc2C1=O,CN(C)Cc1ccc([C@H]2C[C@@H]2C(=O)N2CCc3cc(N(C)C)ccc3C2=O)cc1
2435,*c1ccc(C(=O)N2CCOCC2)cn1,*Nc1ccc(C)cc1,Cc1ccc(Nc2ccc(C(=O)N3CCOCC3)cn2)cc1
2436,*n1ncc2c(=O)[nH]c(Cc3ccccc3)nc21,*C(=O)Cn1ccc2c(=O)n(C)ccc21,Cn1ccc2c(ccn2CC(=O)n2ncc3c(=O)[nH]c(Cc4ccccc4)nc32)c1=O
2437,*c1c(C(=O)O)c(C)nc2ccc(Cl)cc12,*NC1CCC1,Cc1nc2ccc(Cl)cc2c(NC2CCC2)c1C(=O)O
