id,frag1,frag2,new_smiles
2237,*c1ncn(C2CCNCC2)c1-c1ccnc(Oc2cccc(C)c2C)n1,*N1CCN(C(C)C)CC1,Cc1cccc(Oc2nccc(-c3c(N4CCN(C(C)C)CC4)ncn3C3CCNCC3)n2)c1C
2238,*c1ccc(Cl)c(Cl)c1,*C(=O)c1cnc2ccccc2c1,O=C(c1ccc(Cl)c(Cl)c1)c1cnc2ccccc2c1
2239,*S(=O)(=O)c1cc(Br)ccc1OC,*C(=O)c1nccn1Cc1ccccc1,COc1ccc(Br)cc1S(=O)(=O)C(=O)c1nccn1Cc1ccccc1
2240,*c1cccc(-c2cc([S@@](C)=O)c(C#N)c(=O)[nH]2)c1,*c1cc2c(cc1O)NC(=O)C(C)(C)O2,C[S@@](=O)c1cc(-c2cccc(-c3cc4c(cc3O)NC(=O)C(C)(C)O4)c2)[nH]c(=O)c1C#N
2241,*NC1C=C1,*CC#C[Si](C)(C)C,C[Si](C)(C)C#CCNC1C=C1
2242,*NC[C@@H]1CC(c2ccc(N3CC[C@H](NC(C)=O)C3)c(F)c2)=NO1,*C(=O)c1cc(F)ccc1O,CC(=O)N[C@H]1CCN(c2ccc(C3=NO[C@H](CNC(=O)c4cc(F)ccc4O)C3)cc2F)C1
2243,*S(=O)(=O)c1ccc(F)cc1C,*C(=O)c1ccc(C#CCNS(=O)(=O)c2ccccc2)cc1,Cc1cc(F)ccc1S(=O)(=O)C(=O)c1ccc(C#CCNS(=O)(=O)c2ccccc2)cc1
2244,*c1ccc(S(=O)(=O)C(F)(F)F)cc1[N+](=O)[O-],*Cc1ccccc1F,O=[N+]([O-])c1cc(S(=O)(=O)C(F)(F)F)ccc1Cc1ccccc1F
2245,*C(=O)CCC1CCN(c2ccc(C#N)cc2)CC1,*CC(CO)(COC[C@H](C)O)COC[C@@H](C)O,C[C@H](O)COCC(CO)(COC[C@@H](C)O)CC(=O)CCC1CCN(c2ccc(C#N)cc2)CC1
2246,*c1ccccc1CN(C(=O)c1ccc(-c2ccccc2)cc1)C1CC1,*N1C(=O)[C@@H]2[C@H](O)CCN2C1=O,O=C1[C@@H]2[C@H](O)CCN2C(=O)N1c1ccccc1CN(C(=O)c1ccc(-c2ccccc2)cc1)C1CC1
2247,*c1ccccc1OCC,*CCC[N+](C)(CCO)CCO,CCOc1ccccc1CCC[N+](C)(CCO)CCO
2248,*Nc1ccc2nnn(C)c2c1,*c1cc2c(CC)noc2cc1OC,CCc1noc2cc(OC)c(Nc3ccc4nnn(C)c4c3)cc12
2249,*OCc1ccccc1,*S(=O)(=O)c1c(Cl)cc(Br)cc1Cl,O=S(=O)(OCc1ccccc1)c1c(Cl)cc(Br)cc1Cl
2250,*O[C@@H](CO)COC(=O)CCCC,*c1ccc2nc(C3CCOCC3)n(CCOC(F)(F)F)c2c1,CCCCC(=O)OC[C@H](CO)Oc1ccc2nc(C3CCOCC3)n(CCOC(F)(F)F)c2c1
2251,*c1ccc(C(=O)O)cc1,*N1CCC1,O=C(O)c1ccc(N2CCC2)cc1
2252,*c1cc(N2CCN(C3COC3)CC2)nc(N)n1,*c1ccc(CCNC(=O)c2ccc(Cl)cc2)cc1,Nc1nc(-c2ccc(CCNC(=O)c3ccc(Cl)cc3)cc2)cc(N2CCN(C3COC3)CC2)n1
2253,*COCCO,*C(=O)c1cccc(-c2cn(CC=CC)c(=O)c3[nH]ccc23)c1,CC=CCn1cc(-c2cccc(C(=O)COCCO)c2)c2cc[nH]c2c1=O
2254,*c1ccc2c(CC(=O)[O-])coc2c1,*CCCCCC,CCCCCCc1ccc2c(CC(=O)[O-])coc2c1
2255,*[C@H]1CCC(=O)NC1=O,*NCCC(=O)NCCSC(=O)CC(=O)CCCCCCC,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCN[C@H]1CCC(=O)NC1=O
2256,*c1ncn(CC#C)c1-c1ccc(O[SH](=O)=O)cc1,*[C@H](C)c1cccc(C#N)c1C,C#CCn1cnc([C@H](C)c2cccc(C#N)c2C)c1-c1ccc(O[SH](=O)=O)cc1
2257,*c1c[nH]nc1C,*c1ccc2c(c1)C=CN(C)C(=O)[C@@H]2C,Cc1n[nH]cc1-c1ccc2c(c1)C=CN(C)C(=O)[C@@H]2C
2258,*N[C@H](C)c1nc[nH]n1,*N1C[C@@H](C)C[C@@H](C)C1,C[C@H]1C[C@@H](C)CN(N[C@H](C)c2nc[nH]n2)C1
2259,*C(=O)Cc1ccc(F)cc1,*CCCNC(=O)CC(=O)OC,COC(=O)CC(=O)NCCCC(=O)Cc1ccc(F)cc1
2260,*N=Cc1c(C)nn(-c2ccccc2)c1C,*CCC(N)=O,Cc1nn(-c2ccccc2)c(C)c1C=NCCC(N)=O
2261,*Cc1n[nH]c2ncccc12,*c1ccc(C2=N[C@@H](C)CO2)cc1,C[C@H]1COC(c2ccc(Cc3n[nH]c4ncccc34)cc2)=N1
2262,*c1ccco1,*c1ccc(F)c(Cl)c1,Fc1ccc(-c2ccco2)cc1Cl
2263,*CCCCCc1cc(C)ccn1,*c1ccccc1CNc1cnn(C)c(=O)c1C,Cc1ccnc(CCCCCc2ccccc2CNc2cnn(C)c(=O)c2C)c1
2264,*CCc1nc2c(OC)cccc2[nH]1,*c1cc(C(=O)NC2CC2)cc(Cc2ccccc2)n1,COc1cccc2[nH]c(CCc3cc(C(=O)NC4CC4)cc(Cc4ccccc4)n3)nc12
2265,*NCCNCC=Cc1ccc(Br)cc1,*O[C@@H](CO)COC(=O)CCCC,CCCCC(=O)OC[C@H](CO)ONCCNCC=Cc1ccc(Br)cc1
2266,*CCCn1ccc2c(OC(C)(C)C(=O)O)cccc21,*N[C@H](C(=O)OC)C(C)(C)C,COC(=O)[C@@H](NCCCn1ccc2c(OC(C)(C)C(=O)O)cccc21)C(C)(C)C
2267,*CC(=O)c1ccc(SC)cc1,*S(=O)(=O)c1ccc(Cl)cc1,CSc1ccc(C(=O)CS(=O)(=O)c2ccc(Cl)cc2)cc1
2268,*c1nc2c(N)nc(C#CCCCC)nc2n1[C@@H]1OC[C@@H](O)[C@H]1O,*Cc1ccc(OC)cc1,CCCCC#Cc1nc(N)c2nc(Cc3ccc(OC)cc3)n([C@@H]3OC[C@@H](O)[C@H]3O)c2n1
2269,*N1CCOC[C@@H]1c1ccccc1,*c1cc(C)c(OCCO)c(C)c1,Cc1cc(N2CCOC[C@@H]2c2ccccc2)cc(C)c1OCCO
2270,*C(=O)Cc1ccc(Cl)c(=O)[nH]1,*Cc1ccco1,O=C(Cc1ccc(Cl)c(=O)[nH]1)Cc1ccco1
2271,*c1ccn[nH]1,*C(=O)c1ccc2c(c1)N(C1CCCC1)[C@H](C)C(=O)N2C,C[C@@H]1C(=O)N(C)c2ccc(C(=O)c3ccn[nH]3)cc2N1C1CCCC1
2272,*CCCC(=O)O,*c1ccc2nc(C3CCOCC3)n(CCOC(F)(F)F)c2c1,O=C(O)CCCc1ccc2nc(C3CCOCC3)n(CCOC(F)(F)F)c2c1
2273,*c1cc2c(C)noc2cc1OC,*c1ccnc(Nc2ccc(C)c(C)c2)n1,COc1cc2onc(C)c2cc1-c1ccnc(Nc2ccc(C)c(C)c2)n1
2274,*[C@H]1CCOC1,*n1c(C2CCOCC2)nc2ccc(-c3cc(C)c(=O)n(C)c3)cc21,Cc1cc(-c2ccc3nc(C4CCOCC4)n([C@H]4CCOC4)c3c2)cn(C)c1=O
2275,*c1c(C)nn(C)c1C,*N1C[C@@H](C)C[C@@H](C)C1,Cc1nn(C)c(C)c1N1C[C@@H](C)C[C@@H](C)C1
2276,*[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,*c1nc2ccccc2s1,OC[C@H]1O[C@@H](c2nc3ccccc3s2)[C@H](O)[C@@H]1O
2277,*C(=O)c1ccc(C#CCNS(=O)(=O)c2ccccc2)cc1,*CCn1ccc(=O)[nH]c1=O,O=C(CCn1ccc(=O)[nH]c1=O)c1ccc(C#CCNS(=O)(=O)c2ccccc2)cc1
2278,*C(=O)[C@@H]1C[C@@H](O)CN1C(=O)[C@@H](c1cc(C)no1)C(C)C,*[C@H](C)C(=O)[O-],Cc1cc([C@H](C(=O)N2C[C@H](O)C[C@H]2C(=O)[C@H](C)C(=O)[O-])C(C)C)on1
2279,*N1C[C@@H](C)C[C@@H](C)C1,*CCc1nc2cc(C)ccc2[nH]1,Cc1ccc2[nH]c(CCN3C[C@@H](C)C[C@@H](C)C3)nc2c1
2280,*Cc1cccnc1,*c1cn(C)c(=O)c2[nH]ccc12,Cn1cc(Cc2cccnc2)c2cc[nH]c2c1=O
2281,*c1ccnc(N2CCNCC2)c1,*c1ccc(Br)cc1Br,Brc1ccc(-c2ccnc(N3CCNCC3)c2)c(Br)c1
2282,*N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1,*N1CCCC1=O,Cn1nc2c(=O)n(CC3(O)CCN(N4CCCC4=O)CC3)cnc2c1-c1ccc(CN)cc1
2283,*C(=O)c1csc(N2CCN(C3=Nc4ccccc4SC3)CC2)n1,*N1CCC[C@@H](O)C1,O=C(c1csc(N2CCN(C3=Nc4ccccc4SC3)CC2)n1)N1CCC[C@@H](O)C1
2284,*c1c(Cl)cc(C2=NCCO2)cc1Cl,*c1cc(F)ccc1F,Fc1ccc(F)c(-c2c(Cl)cc(C3=NCCO3)cc2Cl)c1
2285,*NCCN1CCOCC1,*C(=O)c1ccccc1NC(=O)Nc1cc(Cl)cc(Cl)c1,O=C(Nc1cc(Cl)cc(Cl)c1)Nc1ccccc1C(=O)NCCN1CCOCC1
2286,*N1CCC(C)CC1,*CC(O)(Cn1cncn1)c1ccc(F)cc1F,CC1CCN(CC(O)(Cn2cncn2)c2ccc(F)cc2F)CC1
2287,*c1ccc(C#N)n1C,*Cc1nn(C)cc1-c1ccc(=O)n(C)c1,Cn1cc(-c2ccc(=O)n(C)c2)c(Cc2ccc(C#N)n2C)n1
2288,*NCCC(=O)OCC,*N[C@H](C)c1ccc(-c2c(C)noc2C)cc1,CCOC(=O)CCNN[C@H](C)c1ccc(-c2c(C)noc2C)cc1
2289,*Cc1ccc(-c2cccc(F)n2)cc1,*NCCC(=O)OCC,CCOC(=O)CCNCc1ccc(-c2cccc(F)n2)cc1
2290,*Nc1ccc(C(=O)O)c(OC)c1,*[C@@H]1O[C@H](C(=O)NCC)[C@@H](O)[C@H]1O,CCNC(=O)[C@H]1O[C@@H](Nc2ccc(C(=O)O)c(OC)c2)[C@H](O)[C@@H]1O
2291,*c1ccc(Cl)c2ccccc12,*CCn1ccc(=O)[nH]c1=O,O=c1ccn(CCc2ccc(Cl)c3ccccc23)c(=O)[nH]1
2292,*c1ccc(S(N)(=O)=O)cc1CCN,*Cc1ccccc1OCCC[C@@H](C)CC(=O)[O-],C[C@H](CCCOc1ccccc1Cc1ccc(S(N)(=O)=O)cc1CCN)CC(=O)[O-]
2293,*c1ccccc1NC(C)=O,*C(=O)c1cc(Cl)ccc1OC1CCNCC1,CC(=O)Nc1ccccc1C(=O)c1cc(Cl)ccc1OC1CCNCC1
2294,*c1cccc(-c2c(C)nnn2C2CCN(CCN(C)C)CC2)n1,*Cc1ccccc1F,Cc1nnn(C2CCN(CCN(C)C)CC2)c1-c1cccc(Cc2ccccc2F)n1
2295,*C1C=C[N+](C)=N1,*c1ncc[nH]1,C[N+]1=NC(c2ncc[nH]2)C=C1
2296,*c1cc2c(N3CCOCC3)ncnc2cc1OC,*Nc1cccc(C(=O)O)c1,COc1cc2ncnc(N3CCOCC3)c2cc1Nc1cccc(C(=O)O)c1
2297,*c1ccccc1,*n1c2nc(=O)[nH]c(=O)c-2nc2cc(C)c(C)cc21,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(-c3ccccc3)c2cc1C
2298,*n1cnc2c(-c3ccc(CN)cc3)n(C)nc2c1=O,*N1C[C@H](CNC(C)=O)OC1=O,CC(=O)NC[C@H]1CN(n2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)C(=O)O1
2299,*c1cc(C2CC2)nn1C,*c1c(Cl)cc(C2=NCCO2)cc1Cl,Cn1nc(C2CC2)cc1-c1c(Cl)cc(C2=NCCO2)cc1Cl
2300,*NS(C)(=O)=O,*N1CCC[C@@H](O)C1,CS(=O)(=O)NN1CCC[C@@H](O)C1
2301,*c1ncccn1,*Cc1cc(CCCCCOc2c(Cl)cc(C3=NCCO3)cc2Cl)on1,Clc1cc(C2=NCCO2)cc(Cl)c1OCCCCCc1cc(Cc2ncccn2)no1
2302,*c1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2c1OC(=C1C=NC(C3CCC3)=N1)C2,*CC(=O)O,Cn1cc(-c2cc(C(C)(C)O)ccc2CC(=O)O)c2c(c1=O)CC(=C1C=NC(C3CCC3)=N1)O2
2303,*c1ccccc1OC,*n1c(=O)c2c(nc(N[C@H]3CC[C@H](O)CC3)n2C)n(C)c1=O,COc1ccccc1-n1c(=O)c2c(nc(N[C@H]3CC[C@H](O)CC3)n2C)n(C)c1=O
2304,*N1CCC[C@@H]1CO,*CCN(C)C,CN(C)CCN1CCC[C@@H]1CO
2305,*Cc1ccccc1F,*c1ccc(C)c(NS(C)(=O)=O)c1,Cc1ccc(Cc2ccccc2F)cc1NS(C)(=O)=O
2306,*NCCNCC=Cc1ccc(Br)cc1,*N1CCC(N(C)C)CC1,CN(C)C1CCN(NCCNCC=Cc2ccc(Br)cc2)CC1
2307,*C(=O)Cc1cncc2cccc(O)c12,*CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1,O=C(CCOc1ccc(C[C@@H]2SC(=O)NC2=O)cc1)Cc1cncc2cccc(O)c12
2308,*c1ccncc1,*c1ccc(C(C)(C)O)cc1-c1cn(C)c(=O)c2[nH]c(C(=O)NCC)cc12,CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3-c3ccncc3)cn(C)c(=O)c2[nH]1
2309,*O[C@@H]1CC[C@](C)(O)c2c1nnn2Cc1ccc(OC)cc1,*C(=O)c1cnn(C)c1C(=O)NCCC,CCCNC(=O)c1c(C(=O)O[C@@H]2CC[C@](C)(O)c3c2nnn3Cc2ccc(OC)cc2)cnn1C
2310,*N[C@H](C)c1nc[nH]n1,*c1cccc(NS(O)(O)c2cc(Br)ccc2OC)c1,COc1ccc(Br)cc1S(O)(O)Nc1cccc(N[C@H](C)c2nc[nH]n2)c1
2311,*C(=O)[C@@H]1CN2C(=O)CCN2C12CCCC2,*C(C)=O,CC(=O)C(=O)[C@@H]1CN2C(=O)CCN2C12CCCC2
2312,*NC1CCCCC1,*N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NCCCOC)c1cccnc1,COCCCNC(=O)[C@@H](c1cccnc1)N(NC1CCCCC1)c1ccc(C(C)(C)C)cc1
2313,*c1cc(C2CC2)nn1C,*c1c(C(=O)O)cnc2cc(-c3c(C)noc3C)ccc12,Cc1noc(C)c1-c1ccc2c(-c3cc(C4CC4)nn3C)c(C(=O)O)cnc2c1
2314,*c1cc(F)cc(C#N)c1,*c1nc(-c2c(C)noc2C)c(C)c(N2CC3(CCN(C(=O)OC)CC3)C2)n1,COC(=O)N1CCC2(CC1)CN(c1nc(-c3cc(F)cc(C#N)c3)nc(-c3c(C)noc3C)c1C)C2
2315,*c1cc2c(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)nc(C)nc2cc1OC,*C(=O)OC,COC(=O)c1cc2c(N[C@H](C)c3cc(N)cc(C(F)(F)F)c3)nc(C)nc2cc1OC
2316,*c1cc(C)nc2ncnn12,*CCCCCC(=O)O,Cc1cc(CCCCCC(=O)O)n2ncnc2n1
2317,*n1cnc2c(O)ncnc21,*NCCC1CCCCC1,Oc1ncnc2c1ncn2NCCC1CCCCC1
2318,*N1C[C@@H](C)C[C@@H](C)C1,*C(=O)c1nccn1Cc1ccccc1,C[C@H]1C[C@@H](C)CN(C(=O)c2nccn2Cc2ccccc2)C1
2319,*c1ccc2sccc2c1,*c1ccc(C#N)n1C,Cn1c(C#N)ccc1-c1ccc2sccc2c1
2320,*CCO,*C(=O)CCSc1nc2ccccc2n1CCOc1ccc(C)cc1,Cc1ccc(OCCn2c(SCCC(=O)CCO)nc3ccccc32)cc1
2321,*C(=O)c1cnn(C)c1C(=O)Nc1cc2nc(-c3ccccc3)cn2cc1C#N,*n1nccn1,Cn1ncc(C(=O)n2nccn2)c1C(=O)Nc1cc2nc(-c3ccccc3)cn2cc1C#N
2322,*c1ccccc1-c1nn(C)c(=O)cc1OC,*c1ccnc2cc(C(N)=O)c(OC(C)C)cc12,COc1cc(=O)n(C)nc1-c1ccccc1-c1ccnc2cc(C(N)=O)c(OC(C)C)cc12
2323,*Nc1ccc(N2CCC([N+](C)(C)C)CC2)cc1,*S(=O)(=O)C(C)(C)C,CC(C)(C)S(=O)(=O)Nc1ccc(N2CCC([N+](C)(C)C)CC2)cc1
2324,*c1c(C)c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn1CCCCCO,*NCCc1cccs1,Cc1c(C(=O)N[C@]23C[C@H]4C[C@H](C[C@H](C4)C2)C3)nn(CCCCCO)c1NCCc1cccs1
2325,*S(=O)(=O)c1ccc([C@H]2CC(=O)N(C)C2)cc1,*c1ccc(S(C)(=O)=O)c2c1CC(F)(F)[C@H]2O,CN1C[C@@H](c2ccc(S(=O)(=O)c3ccc(S(C)(=O)=O)c4c3CC(F)(F)[C@H]4O)cc2)CC1=O
2326,*C1CCCC1,*C[C@@H](O)c1cccc(Cl)c1,O[C@H](CC1CCCC1)c1cccc(Cl)c1
2327,*N1CCc2c(sc3c2c2ncnn2c(=O)n3Cc2ccc(OC)cc2)C1,*c1c(C)cc(F)cc1C,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(c2c(C)cc(F)cc2C)CC4)cc1
2328,*C(=O)CCSc1nc2ccccc2n1CCOc1ccc(C)cc1,*CCN1CCN(C)CC1,Cc1ccc(OCCn2c(SCCC(=O)CCN3CCN(C)CC3)nc3ccccc32)cc1
2329,*N1C=CCC1=O,*c1ncc[nH]1,O=C1CC=CN1c1ncc[nH]1
2330,*C(=O)[C@@H](N)CC(C)C,*n1ccc2c(OC(C)(C)C(=O)O)cccc21,CC(C)C[C@H](N)C(=O)n1ccc2c(OC(C)(C)C(=O)O)cccc21
2331,*c1cc(Br)ccc1Br,*c1nc(N[C@H](CC)CO)nc2c1ncn2C(C)C,CC[C@H](CO)Nc1nc(-c2cc(Br)ccc2Br)c2ncn(C(C)C)c2n1
2332,*Nc1sc2c(c1C(N)=O)CC[C@H](C)C2,*c1cc(N2CCCCC2)nc(N)n1,C[C@H]1CCc2c(sc(Nc3cc(N4CCCCC4)nc(N)n3)c2C(N)=O)C1
2333,*c1ccc2c(C)cc(N)nc2c1,*C(=O)c1cc(-c2ncn(C[C@H]3CC[C@H](C(=O)O)CC3)n2)cc(C)n1,Cc1cc(-c2ncn(C[C@H]3CC[C@H](C(=O)O)CC3)n2)cc(C(=O)c2ccc3c(C)cc(N)nc3c2)n1
2334,*C(=O)c1ccc(-c2ncccn2)cc1,*CCNc1ccc(S(=O)(=O)Nc2c(C)nn(C)c2C)cn1,Cc1nn(C)c(C)c1NS(=O)(=O)c1ccc(NCCC(=O)c2ccc(-c3ncccn3)cc2)nc1
2335,*c1c(-c2ccccc2)ncn1Cc1ccc(Cl)cc1,*N1CCNCC1,Clc1ccc(Cn2cnc(-c3ccccc3)c2N2CCNCC2)cc1
2336,*c1nc2cc(-c3noc(=O)[nH]3)nc(-c3cncc(Cl)c3)c2n1C[C@H]1CC[C@H](C)CC1,*c1c[nH]cn1,C[C@H]1CC[C@H](Cn2c(-c3c[nH]cn3)nc3cc(-c4noc(=O)[nH]4)nc(-c4cncc(Cl)c4)c32)CC1
2337,*NCCC,*c1ccc(C(=O)O)c(Cl)c1,CCCNc1ccc(C(=O)O)c(Cl)c1
2338,*c1scnc1C,*CC=CCCCCC,CCCCCC=CCc1scnc1C
2339,*c1c(-c2ccc(-c3c(C)noc3C)cc2)nc2cnccn12,*c1ccc2nnc(C)n2c1,Cc1noc(C)c1-c1ccc(-c2nc3cnccn3c2-c2ccc3nnc(C)n3c2)cc1
2340,*[C@H]1CCC(=O)NC1=O,*Cc1ccc(O)cc1,O=C1CC[C@H](Cc2ccc(O)cc2)C(=O)N1
2341,*N1CCN(Cc2ccccc2)CC1,*Nc1ccn2cc(-c3ccccc3)nc2c1,c1ccc(CN2CCN(Nc3ccn4cc(-c5ccccc5)nc4c3)CC2)cc1
2342,*N(c1ccc(C(C)(C)C)cc1)[C@@H](C(=O)NC)c1cccnc1,*c1ccncc1F,CNC(=O)[C@@H](c1cccnc1)N(c1ccc(C(C)(C)C)cc1)c1ccncc1F
2343,*[C@@H]1OC[C@@H](O)[C@H]1O,*C(=O)c1cc2cc(OC)ccc2n1CC(=O)O,COc1ccc2c(c1)cc(C(=O)[C@@H]1OC[C@@H](O)[C@H]1O)n2CC(=O)O
2344,*NCCOc1ccc(Cl)cc1Cl,*C=O,O=CNCCOc1ccc(Cl)cc1Cl
2345,*c1ccc2c(c1)OC(C)(C)C(=O)N2,*N1CC[N@@H+]2CCC[C@@H]2C1,CC1(C)Oc2cc(N3CC[N@@H+]4CCC[C@@H]4C3)ccc2NC1=O
2346,*c1[nH]nc(C#N)c1C,*[C@H](C)c1cccc2ccccc12,Cc1c(C#N)n[nH]c1[C@H](C)c1cccc2ccccc12
2347,*CCc1cnc[nH]1,*N1CC(C)(C)CN(S(=O)(=O)c2ccc(OC)cc2)C1C(=O)NO,COc1ccc(S(=O)(=O)N2CC(C)(C)CN(CCc3cnc[nH]3)C2C(=O)NO)cc1
2348,*C(=O)c1ccc([SH](=O)=O)cc1,*NCC1(N)CCCCC1,NC1(CNC(=O)c2ccc([SH](=O)=O)cc2)CCCCC1
2349,*CCc1nc2c(OC)cccc2[nH]1,*c1ccc(S(N)(=O)=O)cc1CCN,COc1cccc2[nH]c(CCc3ccc(S(N)(=O)=O)cc3CCN)nc12
2350,*n1nnc2c1C(=O)c1ccccc1C2=O,*CC=CCC=CCC=CCC=CCC,CCC=CCC=CCC=CCC=CCn1nnc2c1C(=O)c1ccccc1C2=O
2351,*S(=O)(=O)c1cccc(Br)c1,*c1nccn2c(-c3cnn(C[C@H](C)OC)c3)c(C)nc12,CO[C@@H](C)Cn1cc(-c2c(C)nc3c(S(=O)(=O)c4cccc(Br)c4)nccn23)cn1
2352,*[C@@H](c1cccc(Cl)c1)c1ccccn1,*n1cccc1,Clc1cccc([C@@H](c2ccccn2)n2cccc2)c1
2353,*Nc1ccc(C)cc1C,*Cc1ccc2ccccc2n1,Cc1ccc(NCc2ccc3ccccc3n2)c(C)c1
2354,*N1CCC(=O)CC1,*c1ccccc1C,Cc1ccccc1N1CCC(=O)CC1
2355,*c1cncc(C)c1,*N1CC[NH+](c2ccc(Cl)c(Cl)c2)CC1,Cc1cncc(N2CC[NH+](c3ccc(Cl)c(Cl)c3)CC2)c1
2356,*CC=Cc1ccc(Br)cc1,*c1cn2c(C)nnc2c(NC)n1,CNc1nc(CC=Cc2ccc(Br)cc2)cn2c(C)nnc12
2357,*c1cc(Cl)ccc1O,*c1cncc(Cl)c1,Oc1ccc(Cl)cc1-c1cncc(Cl)c1
2358,*CCc1nc2cc(C)ccc2[nH]1,*c1ccc(Br)cc1,Cc1ccc2[nH]c(CCc3ccc(Br)cc3)nc2c1
2359,*CCCCCCCCCOC(=O)[C@H](O)CO,*c1ccnc(Nc2cc(C)cc(C)c2)n1,Cc1cc(C)cc(Nc2nccc(CCCCCCCCCOC(=O)[C@H](O)CO)n2)c1
2360,*c1ccc(C)c(S(=O)(=O)NC2CCCC2)c1,*c1ccc(C2CCN(C)CC2)c(F)c1,Cc1ccc(-c2ccc(C3CCN(C)CC3)c(F)c2)cc1S(=O)(=O)NC1CCCC1
2361,*CCC[N+](C)(CCO)CCO,*N[C@H](C)c1nc[nH]n1,C[C@@H](NCCC[N+](C)(CCO)CCO)c1nc[nH]n1
2362,*CCC=CC=C[C@H](O)CCCC(=O)O,*n1c(=O)n(CCC)c(=O)c2[nH]c(C3CCCCC3)nc21,CCCn1c(=O)c2[nH]c(C3CCCCC3)nc2n(CCC=CC=C[C@H](O)CCCC(=O)O)c1=O
2363,*N1CCC(O)(Cn2cnc3c(-c4ccc(CN)cc4)n(C)nc3c2=O)CC1,*c1ccc(CN)cc1,Cn1nc2c(=O)n(CC3(O)CCN(c4ccc(CN)cc4)CC3)cnc2c1-c1ccc(CN)cc1
2364,*[C@@H](Cc1ccc(OCCN(C)c2ccccn2)cc1)C(=O)[O-],*C(=O)c1ccc(=O)n(C)c1,CN(CCOc1ccc(C[C@@H](C(=O)[O-])C(=O)c2ccc(=O)n(C)c2)cc1)c1ccccn1
2365,*c1ccc2nc(-c3cn4c(C)nnc4c(NC)n3)n(Cc3ccccc3)c2c1,*c1cnn(C)c(=O)c1C,CNc1nc(-c2nc3ccc(-c4cnn(C)c(=O)c4C)cc3n2Cc2ccccc2)cn2c(C)nnc12
2366,*c1ccc(C(=O)NC2CCN(C)CC2)c(F)c1,*N1CCN(C(C)C)CC1,CC(C)N1CCN(c2ccc(C(=O)NC3CCN(C)CC3)c(F)c2)CC1
2367,*Nc1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1N1CCOCC1,*C(=O)CCCCC,CCCCCC(=O)Nc1cc(-c2nn3c(C)nnc3c3ccccc23)ccc1N1CCOCC1
2368,*Cc1ccccc1C,*N1CCN(C2COC2)CC1,Cc1ccccc1CN1CCN(C2COC2)CC1
2369,*N1CCO[C@@H]2CCC[C@H]21,*c1cc(F)c2c(c1)C(C)(C)C(=O)N2,CC1(C)C(=O)Nc2c(F)cc(N3CCO[C@@H]4CCC[C@H]43)cc21
2370,*c1c[nH]cn1,*N1CCNCC1,c1nc(N2CCNCC2)c[nH]1
2371,*C(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C,*CC=CC,CC=CCC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)C(F)(F)F)C(C)(C)C)C2(C)C
2372,*n1cc(-c2c(C)nc3c(N4CCOCC4)nccn23)cn1,*CC(=O)c1ccccc1,Cc1nc2c(N3CCOCC3)nccn2c1-c1cnn(CC(=O)c2ccccc2)c1
2373,*c1ccc(N2CCOCC2)c(NS(=O)(=O)c2ccccc2Cl)c1,*c1cn(C)c(=O)c2[nH]ccc12,Cn1cc(-c2ccc(N3CCOCC3)c(NS(=O)(=O)c3ccccc3Cl)c2)c2cc[nH]c2c1=O
2374,*O[C@@H]1CC[C@@](C)(O)c2c1nnn2Cc1ccc(OC)cc1,*[C@H](CO)Cc1c[nH]c2ccccc12,COc1ccc(Cn2nnc3c2[C@](C)(O)CC[C@H]3O[C@H](CO)Cc2c[nH]c3ccccc23)cc1
2375,*Cc1ccccc1C,*c1cc(NC(=O)c2ccco2)cc(-c2ccn(C)n2)c1,Cc1ccccc1Cc1cc(NC(=O)c2ccco2)cc(-c2ccn(C)n2)c1
2376,*[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O,*C(=O)CN=CC(=O)CCC=CCCCCCCCCCC,CCCCCCCCCCC=CCCC(=O)C=NCC(=O)[C@@H]1O[C@@H](C)[C@H](O)[C@@H](O)[C@H]1O
2377,*n1c(SCCC(=O)O)nc2ccccc21,*c1nc(-c2ccccc2)cs1,O=C(O)CCSc1nc2ccccc2n1-c1nc(-c2ccccc2)cs1
